airport_code,period,arrival_flight_count,arrival_delayed_over_15_count,departure_flight_count,departure_delayed_over_15_count,flight_count,arrival_delay_over_15_pct,departure_delay_over_15_pct,combined_delay_over_15_pct,scope_id
GMMN,2022-03,1587,286,1673,165,3260,18.0214,9.8625,13.8344,scheduled_duration_under_3h
GMMN,2022-06,1438,343,1861,346,3299,23.8526,18.5922,20.8851,scheduled_duration_under_3h
GMMN,2022-09,1560,300,1923,343,3483,19.2308,17.8367,18.4611,scheduled_duration_under_3h
GMMN,2022-12,1604,403,1934,479,3538,25.1247,24.7673,24.9293,scheduled_duration_under_3h
GMMW,2022-03,286,46,255,11,541,16.0839,4.3137,10.536,scheduled_duration_under_3h
GMMW,2022-06,256,85,303,59,559,33.2031,19.4719,25.7603,scheduled_duration_under_3h
GMMW,2022-09,259,56,273,47,532,21.6216,17.2161,19.3609,scheduled_duration_under_3h
GMMW,2022-12,165,34,165,14,330,20.6061,8.4848,14.5455,scheduled_duration_under_3h
GMMX,2022-03,628,92,667,38,1295,14.6497,5.6972,10.0386,scheduled_duration_under_3h
GMMX,2022-06,798,170,1005,116,1803,21.3033,11.5423,15.8625,scheduled_duration_under_3h
GMMX,2022-09,858,182,958,117,1816,21.2121,12.2129,16.4648,scheduled_duration_under_3h
GMMX,2022-12,880,213,998,126,1878,24.2045,12.6253,18.0511,scheduled_duration_under_3h
GMTN,2022-03,72,6,71,5,143,8.3333,7.0423,7.6923,scheduled_duration_under_3h
GMTN,2022-06,81,17,82,5,163,20.9877,6.0976,13.4969,scheduled_duration_under_3h
GMTN,2022-09,88,11,89,10,177,12.5,11.236,11.8644,scheduled_duration_under_3h
GMTN,2022-12,73,17,76,5,149,23.2877,6.5789,14.7651,scheduled_duration_under_3h
GMTT,2022-03,492,48,522,31,1014,9.7561,5.9387,7.7909,scheduled_duration_under_3h
GMTT,2022-06,520,116,610,79,1130,22.3077,12.9508,17.2566,scheduled_duration_under_3h
GMTT,2022-09,549,92,585,80,1134,16.7577,13.6752,15.1675,scheduled_duration_under_3h
GMTT,2022-12,428,68,469,39,897,15.8879,8.3156,11.9287,scheduled_duration_under_3h
GQNO,2022-03,71,7,68,22,139,9.8592,32.3529,20.8633,scheduled_duration_under_3h
GQNO,2022-06,62,10,60,15,122,16.129,25.0,20.4918,scheduled_duration_under_3h
GQNO,2022-09,74,17,70,18,144,22.973,25.7143,24.3056,scheduled_duration_under_3h
GQNO,2022-12,71,32,67,17,138,45.0704,25.3731,35.5072,scheduled_duration_under_3h
HECA,2022-03,535,113,444,116,979,21.1215,26.1261,23.3912,scheduled_duration_under_3h
HECA,2022-06,653,147,561,141,1214,22.5115,25.1337,23.7232,scheduled_duration_under_3h
HECA,2022-09,730,151,601,141,1331,20.6849,23.4609,21.9384,scheduled_duration_under_3h
HECA,2022-12,700,148,586,137,1286,21.1429,23.3788,22.1617,scheduled_duration_under_3h
HEGN,2022-03,104,17,96,10,200,16.3462,10.4167,13.5,scheduled_duration_under_3h
HEGN,2022-06,116,28,119,10,235,24.1379,8.4034,16.1702,scheduled_duration_under_3h
HEGN,2022-09,94,25,90,15,184,26.5957,16.6667,21.7391,scheduled_duration_under_3h
HEGN,2022-12,84,24,80,8,164,28.5714,10.0,19.5122,scheduled_duration_under_3h
HESH,2022-03,87,8,80,4,167,9.1954,5.0,7.1856,scheduled_duration_under_3h
HESH,2022-06,112,23,118,5,230,20.5357,4.2373,12.1739,scheduled_duration_under_3h
HESH,2022-09,112,19,106,7,218,16.9643,6.6038,11.9266,scheduled_duration_under_3h
HESH,2022-12,143,25,92,3,235,17.4825,3.2609,11.9149,scheduled_duration_under_3h
HLLB,2022-03,54,22,58,35,112,40.7407,60.3448,50.8929,scheduled_duration_under_3h
HLLB,2022-06,114,29,115,29,229,25.4386,25.2174,25.3275,scheduled_duration_under_3h
HLLB,2022-09,155,40,156,57,311,25.8065,36.5385,31.1897,scheduled_duration_under_3h
HLLB,2022-12,109,33,114,32,223,30.2752,28.0702,29.148,scheduled_duration_under_3h
LATI,2022-03,1018,113,993,18,2011,11.1002,1.8127,6.5142,scheduled_duration_under_3h
LATI,2022-06,1494,361,1464,240,2958,24.1633,16.3934,20.3178,scheduled_duration_under_3h
LATI,2022-09,1591,320,1538,297,3129,20.1131,19.3108,19.7188,scheduled_duration_under_3h
LATI,2022-12,1336,187,1275,51,2611,13.997,4.0,9.1153,scheduled_duration_under_3h
LBBG,2022-03,2,0,8,0,10,0.0,0.0,0.0,scheduled_duration_under_3h
LBBG,2022-06,317,48,314,78,631,15.142,24.8408,19.9683,scheduled_duration_under_3h
LBBG,2022-09,294,33,298,33,592,11.2245,11.0738,11.1486,scheduled_duration_under_3h
LBBG,2022-12,2,1,4,0,6,50.0,0.0,16.6667,scheduled_duration_under_3h
LBSF,2022-03,1176,58,1164,104,2340,4.932,8.9347,6.9231,scheduled_duration_under_3h
LBSF,2022-06,1717,422,1586,362,3303,24.5778,22.8247,23.736,scheduled_duration_under_3h
LBSF,2022-09,1773,375,1583,356,3356,21.1506,22.4889,21.7819,scheduled_duration_under_3h
LBSF,2022-12,1588,194,1391,77,2979,12.2166,5.5356,9.097,scheduled_duration_under_3h
LBWN,2022-03,170,8,167,4,337,4.7059,2.3952,3.5608,scheduled_duration_under_3h
LBWN,2022-06,359,63,355,69,714,17.5487,19.4366,18.4874,scheduled_duration_under_3h
LBWN,2022-09,423,38,415,55,838,8.9835,13.253,11.0979,scheduled_duration_under_3h
LBWN,2022-12,302,20,284,16,586,6.6225,5.6338,6.1433,scheduled_duration_under_3h
LCLK,2022-03,581,37,559,26,1140,6.3683,4.6512,5.5263,scheduled_duration_under_3h
LCLK,2022-06,1023,131,917,79,1940,12.8055,8.615,10.8247,scheduled_duration_under_3h
LCLK,2022-09,1052,124,943,99,1995,11.7871,10.4984,11.1779,scheduled_duration_under_3h
LCLK,2022-12,941,71,905,20,1846,7.5452,2.2099,4.9296,scheduled_duration_under_3h
LCPH,2022-03,254,10,200,13,454,3.937,6.5,5.0661,scheduled_duration_under_3h
LCPH,2022-06,342,29,303,27,645,8.4795,8.9109,8.6822,scheduled_duration_under_3h
LCPH,2022-09,366,49,302,30,668,13.388,9.9338,11.8263,scheduled_duration_under_3h
LCPH,2022-12,200,12,173,2,373,6.0,1.1561,3.7534,scheduled_duration_under_3h
LDDU,2022-03,134,5,131,2,265,3.7313,1.5267,2.6415,scheduled_duration_under_3h
LDDU,2022-06,1048,198,983,215,2031,18.8931,21.8718,20.3348,scheduled_duration_under_3h
LDDU,2022-09,1105,215,1012,167,2117,19.457,16.502,18.0444,scheduled_duration_under_3h
LDDU,2022-12,113,8,113,3,226,7.0796,2.6549,4.8673,scheduled_duration_under_3h
LDPL,2022-03,48,1,48,3,96,2.0833,6.25,4.1667,scheduled_duration_under_3h
LDPL,2022-06,277,62,276,75,553,22.3827,27.1739,24.774,scheduled_duration_under_3h
LDPL,2022-09,266,33,266,60,532,12.406,22.5564,17.4812,scheduled_duration_under_3h
LDPL,2022-12,49,4,48,2,97,8.1633,4.1667,6.1856,scheduled_duration_under_3h
LDRI,2022-03,26,0,26,2,52,0.0,7.6923,3.8462,scheduled_duration_under_3h
LDRI,2022-06,123,52,124,34,247,42.2764,27.4194,34.8178,scheduled_duration_under_3h
LDRI,2022-09,113,26,118,17,231,23.0088,14.4068,18.6147,scheduled_duration_under_3h
LDRI,2022-12,24,3,24,1,48,12.5,4.1667,8.3333,scheduled_duration_under_3h
LDSP,2022-03,277,10,278,4,555,3.6101,1.4388,2.5225,scheduled_duration_under_3h
LDSP,2022-06,1553,405,1562,340,3115,26.0786,21.767,23.9165,scheduled_duration_under_3h
LDSP,2022-09,1553,304,1520,232,3073,19.575,15.2632,17.4422,scheduled_duration_under_3h
LDSP,2022-12,255,32,256,9,511,12.549,3.5156,8.0235,scheduled_duration_under_3h
LDZA,2022-03,1275,81,1282,23,2557,6.3529,1.7941,4.0673,scheduled_duration_under_3h
LDZA,2022-06,1509,345,1505,226,3014,22.8628,15.0166,18.9449,scheduled_duration_under_3h
LDZA,2022-09,1584,316,1575,158,3159,19.9495,10.0317,15.0047,scheduled_duration_under_3h
LDZA,2022-12,1334,224,1318,66,2652,16.7916,5.0076,10.9351,scheduled_duration_under_3h
LDZD,2022-03,59,3,60,1,119,5.0847,1.6667,3.3613,scheduled_duration_under_3h
LDZD,2022-06,664,183,667,150,1331,27.5602,22.4888,25.0188,scheduled_duration_under_3h
LDZD,2022-09,701,158,703,111,1404,22.5392,15.7895,19.1595,scheduled_duration_under_3h
LDZD,2022-12,26,1,25,0,51,3.8462,0.0,1.9608,scheduled_duration_under_3h
LEAL,2022-03,2356,162,2361,47,4717,6.8761,1.9907,4.4308,scheduled_duration_under_3h
LEAL,2022-06,3370,651,3486,409,6856,19.3175,11.7326,15.4609,scheduled_duration_under_3h
LEAL,2022-09,3420,628,3388,414,6808,18.3626,12.2196,15.3055,scheduled_duration_under_3h
LEAL,2022-12,2297,244,2316,140,4613,10.6226,6.0449,8.3243,scheduled_duration_under_3h
LEAM,2022-03,174,3,177,5,351,1.7241,2.8249,2.2792,scheduled_duration_under_3h
LEAM,2022-06,290,23,338,42,628,7.931,12.426,10.3503,scheduled_duration_under_3h
LEAM,2022-09,316,26,340,40,656,8.2278,11.7647,10.061,scheduled_duration_under_3h
LEAM,2022-12,175,15,175,4,350,8.5714,2.2857,5.4286,scheduled_duration_under_3h
LEAS,2022-03,321,16,319,2,640,4.9844,0.627,2.8125,scheduled_duration_under_3h
LEAS,2022-06,494,49,495,15,989,9.919,3.0303,6.4712,scheduled_duration_under_3h
LEAS,2022-09,494,48,494,26,988,9.7166,5.2632,7.4899,scheduled_duration_under_3h
LEAS,2022-12,503,51,498,27,1001,10.1392,5.4217,7.7922,scheduled_duration_under_3h
LEBB,2022-03,1261,67,1255,27,2516,5.3132,2.1514,3.7361,scheduled_duration_under_3h
LEBB,2022-06,2000,174,1944,163,3944,8.7,8.3848,8.5446,scheduled_duration_under_3h
LEBB,2022-09,1994,154,1981,169,3975,7.7232,8.531,8.1258,scheduled_duration_under_3h
LEBB,2022-12,1508,176,1477,93,2985,11.6711,6.2965,9.0117,scheduled_duration_under_3h
LEBL,2022-03,8325,683,8186,643,16511,8.2042,7.8549,8.031,scheduled_duration_under_3h
LEBL,2022-06,10810,2088,10633,2271,21443,19.3154,21.358,20.3283,scheduled_duration_under_3h
LEBL,2022-09,11106,2230,10822,1458,21928,20.0792,13.4726,16.8187,scheduled_duration_under_3h
LEBL,2022-12,9069,1148,8998,1387,18067,12.6585,15.4145,14.0311,scheduled_duration_under_3h
LECO,2022-03,285,29,286,2,571,10.1754,0.6993,5.4291,scheduled_duration_under_3h
LECO,2022-06,253,27,254,10,507,10.6719,3.937,7.2978,scheduled_duration_under_3h
LECO,2022-09,384,48,383,21,767,12.5,5.483,8.9961,scheduled_duration_under_3h
LECO,2022-12,365,50,365,21,730,13.6986,5.7534,9.726,scheduled_duration_under_3h
LEGE,2022-03,108,2,108,0,216,1.8519,0.0,0.9259,scheduled_duration_under_3h
LEGE,2022-06,548,78,553,75,1101,14.2336,13.5624,13.8965,scheduled_duration_under_3h
LEGE,2022-09,550,84,552,63,1102,15.2727,11.413,13.3394,scheduled_duration_under_3h
LEGE,2022-12,43,2,42,2,85,4.6512,4.7619,4.7059,scheduled_duration_under_3h
LEGR,2022-03,265,27,266,6,531,10.1887,2.2556,6.2147,scheduled_duration_under_3h
LEGR,2022-06,317,113,316,32,633,35.6467,10.1266,22.9068,scheduled_duration_under_3h
LEGR,2022-09,317,83,317,26,634,26.183,8.2019,17.1924,scheduled_duration_under_3h
LEGR,2022-12,303,69,302,14,605,22.7723,4.6358,13.719,scheduled_duration_under_3h
LEIB,2022-03,1180,21,1182,21,2362,1.7797,1.7766,1.7782,scheduled_duration_under_3h
LEIB,2022-06,3623,418,3720,559,7343,11.5374,15.0269,13.3052,scheduled_duration_under_3h
LEIB,2022-09,3677,360,3745,497,7422,9.7906,13.271,11.5468,scheduled_duration_under_3h
LEIB,2022-12,1072,28,1072,22,2144,2.6119,2.0522,2.3321,scheduled_duration_under_3h
LEJR,2022-03,159,13,156,1,315,8.1761,0.641,4.4444,scheduled_duration_under_3h
LEJR,2022-06,286,52,329,27,615,18.1818,8.2067,12.8455,scheduled_duration_under_3h
LEJR,2022-09,346,64,354,32,700,18.4971,9.0395,13.7143,scheduled_duration_under_3h
LEJR,2022-12,160,29,164,12,324,18.125,7.3171,12.6543,scheduled_duration_under_3h
LEMD,2022-03,9841,735,9888,374,19729,7.4688,3.7824,5.6212,scheduled_duration_under_3h
LEMD,2022-06,10938,1997,11124,1549,22062,18.2575,13.9248,16.0729,scheduled_duration_under_3h
LEMD,2022-09,11370,2101,11497,1359,22867,18.4785,11.8205,15.131,scheduled_duration_under_3h
LEMD,2022-12,11392,1902,11501,1254,22893,16.6959,10.9034,13.7859,scheduled_duration_under_3h
LEMG,2022-03,3074,307,3085,234,6159,9.987,7.5851,8.7839,scheduled_duration_under_3h
LEMG,2022-06,4297,929,4733,850,9030,21.6197,17.959,19.701,scheduled_duration_under_3h
LEMG,2022-09,4449,824,4450,678,8899,18.521,15.236,16.8783,scheduled_duration_under_3h
LEMG,2022-12,3068,500,3174,270,6242,16.2973,8.5066,12.3358,scheduled_duration_under_3h
LEMH,2022-03,617,16,625,4,1242,2.5932,0.64,1.6103,scheduled_duration_under_3h
LEMH,2022-06,1966,259,1971,362,3937,13.174,18.3663,15.7734,scheduled_duration_under_3h
LEMH,2022-09,1958,178,1960,276,3918,9.0909,14.0816,11.5875,scheduled_duration_under_3h
LEMH,2022-12,532,17,533,10,1065,3.1955,1.8762,2.5352,scheduled_duration_under_3h
LEMI,2022-03,119,2,123,0,242,1.6807,0.0,0.8264,scheduled_duration_under_3h
LEMI,2022-06,324,17,344,28,668,5.2469,8.1395,6.7365,scheduled_duration_under_3h
LEMI,2022-09,315,21,319,29,634,6.6667,9.0909,7.8864,scheduled_duration_under_3h
LEMI,2022-12,95,1,95,3,190,1.0526,3.1579,2.1053,scheduled_duration_under_3h
LEPA,2022-03,4504,207,4478,263,8982,4.5959,5.8732,5.2327,scheduled_duration_under_3h
LEPA,2022-06,10365,1888,10180,3124,20545,18.2151,30.6876,24.3952,scheduled_duration_under_3h
LEPA,2022-09,10592,2122,10257,2208,20849,20.034,21.5268,20.7684,scheduled_duration_under_3h
LEPA,2022-12,3663,197,3640,341,7303,5.3781,9.3681,7.3668,scheduled_duration_under_3h
LEPP,2022-03,73,11,73,1,146,15.0685,1.3699,8.2192,scheduled_duration_under_3h
LEPP,2022-06,87,12,80,1,167,13.7931,1.25,7.7844,scheduled_duration_under_3h
LEPP,2022-09,99,4,93,2,192,4.0404,2.1505,3.125,scheduled_duration_under_3h
LEPP,2022-12,98,15,92,1,190,15.3061,1.087,8.4211,scheduled_duration_under_3h
LERS,2022-03,28,1,27,0,55,3.5714,0.0,1.8182,scheduled_duration_under_3h
LERS,2022-06,408,69,404,34,812,16.9118,8.4158,12.6847,scheduled_duration_under_3h
LERS,2022-09,388,65,391,38,779,16.7526,9.7187,13.2221,scheduled_duration_under_3h
LERS,2022-12,1,0,0,0,1,0.0,,0.0,scheduled_duration_under_3h
LESO,2022-03,97,11,97,1,194,11.3402,1.0309,6.1856,scheduled_duration_under_3h
LESO,2022-06,164,32,156,6,320,19.5122,3.8462,11.875,scheduled_duration_under_3h
LESO,2022-09,178,18,172,8,350,10.1124,4.6512,7.4286,scheduled_duration_under_3h
LESO,2022-12,154,18,148,6,302,11.6883,4.0541,7.947,scheduled_duration_under_3h
LEST,2022-03,745,32,745,10,1490,4.2953,1.3423,2.8188,scheduled_duration_under_3h
LEST,2022-06,1087,126,1092,47,2179,11.5915,4.304,7.9394,scheduled_duration_under_3h
LEST,2022-09,1109,91,1110,74,2219,8.2056,6.6667,7.4358,scheduled_duration_under_3h
LEST,2022-12,800,92,802,52,1602,11.5,6.4838,8.9888,scheduled_duration_under_3h
LEVC,2022-03,2117,106,2122,24,4239,5.0071,1.131,3.0668,scheduled_duration_under_3h
LEVC,2022-06,2767,379,2823,290,5590,13.6971,10.2728,11.9678,scheduled_duration_under_3h
LEVC,2022-09,2807,336,2852,242,5659,11.9701,8.4853,10.2138,scheduled_duration_under_3h
LEVC,2022-12,2209,211,2235,127,4444,9.5518,5.6823,7.6058,scheduled_duration_under_3h
LEVT,2022-03,406,21,400,2,806,5.1724,0.5,2.8536,scheduled_duration_under_3h
LEVT,2022-06,413,46,410,35,823,11.138,8.5366,9.842,scheduled_duration_under_3h
LEVT,2022-09,402,36,396,41,798,8.9552,10.3535,9.6491,scheduled_duration_under_3h
LEVT,2022-12,405,54,404,29,809,13.3333,7.1782,10.2596,scheduled_duration_under_3h
LEVX,2022-03,285,30,285,2,570,10.5263,0.7018,5.614,scheduled_duration_under_3h
LEVX,2022-06,342,60,341,5,683,17.5439,1.4663,9.5168,scheduled_duration_under_3h
LEVX,2022-09,414,60,414,21,828,14.4928,5.0725,9.7826,scheduled_duration_under_3h
LEVX,2022-12,322,76,322,16,644,23.6025,4.9689,14.2857,scheduled_duration_under_3h
LEXJ,2022-03,267,10,264,4,531,3.7453,1.5152,2.6365,scheduled_duration_under_3h
LEXJ,2022-06,392,44,384,21,776,11.2245,5.4688,8.3763,scheduled_duration_under_3h
LEXJ,2022-09,393,30,390,22,783,7.6336,5.641,6.6411,scheduled_duration_under_3h
LEXJ,2022-12,275,28,275,9,550,10.1818,3.2727,6.7273,scheduled_duration_under_3h
LEZG,2022-03,189,12,145,4,334,6.3492,2.7586,4.7904,scheduled_duration_under_3h
LEZG,2022-06,236,32,198,17,434,13.5593,8.5859,11.2903,scheduled_duration_under_3h
LEZG,2022-09,236,31,185,23,421,13.1356,12.4324,12.8266,scheduled_duration_under_3h
LEZG,2022-12,191,18,141,3,332,9.4241,2.1277,6.3253,scheduled_duration_under_3h
LEZL,2022-03,1900,128,1916,12,3816,6.7368,0.6263,3.6688,scheduled_duration_under_3h
LEZL,2022-06,2017,277,2085,92,4102,13.7333,4.4125,8.9956,scheduled_duration_under_3h
LEZL,2022-09,2036,254,2067,110,4103,12.4754,5.3217,8.8716,scheduled_duration_under_3h
LEZL,2022-12,1848,263,1922,81,3770,14.2316,4.2144,9.1247,scheduled_duration_under_3h
LFBD,2022-03,1529,136,1522,58,3051,8.8947,3.8108,6.3586,scheduled_duration_under_3h
LFBD,2022-06,2107,432,2123,281,4230,20.5031,13.236,16.8558,scheduled_duration_under_3h
LFBD,2022-09,2060,343,2092,268,4152,16.6505,12.8107,14.7158,scheduled_duration_under_3h
LFBD,2022-12,1542,259,1540,149,3082,16.7964,9.6753,13.2382,scheduled_duration_under_3h
LFBE,2022-03,25,2,25,1,50,8.0,4.0,6.0,scheduled_duration_under_3h
LFBE,2022-06,125,17,125,23,250,13.6,18.4,16.0,scheduled_duration_under_3h
LFBE,2022-09,105,15,105,16,210,14.2857,15.2381,14.7619,scheduled_duration_under_3h
LFBE,2022-12,24,3,24,1,48,12.5,4.1667,8.3333,scheduled_duration_under_3h
LFBL,2022-03,116,5,114,7,230,4.3103,6.1404,5.2174,scheduled_duration_under_3h
LFBL,2022-06,160,13,159,24,319,8.125,15.0943,11.5987,scheduled_duration_under_3h
LFBL,2022-09,133,22,136,21,269,16.5414,15.4412,15.9851,scheduled_duration_under_3h
LFBL,2022-12,47,5,49,1,96,10.6383,2.0408,6.25,scheduled_duration_under_3h
LFBO,2022-03,2498,141,2494,247,4992,5.6445,9.9038,7.7724,scheduled_duration_under_3h
LFBO,2022-06,2799,413,2814,602,5613,14.7553,21.393,18.083,scheduled_duration_under_3h
LFBO,2022-09,2692,403,2724,538,5416,14.9703,19.7504,17.3744,scheduled_duration_under_3h
LFBO,2022-12,2650,228,2657,567,5307,8.6038,21.3399,14.9802,scheduled_duration_under_3h
LFBP,2022-03,206,20,206,7,412,9.7087,3.3981,6.5534,scheduled_duration_under_3h
LFBP,2022-06,205,67,206,19,411,32.6829,9.2233,20.9246,scheduled_duration_under_3h
LFBP,2022-09,199,46,198,12,397,23.1156,6.0606,14.6096,scheduled_duration_under_3h
LFBP,2022-12,179,55,184,12,363,30.7263,6.5217,18.4573,scheduled_duration_under_3h
LFBT,2022-03,141,8,139,8,280,5.6738,5.7554,5.7143,scheduled_duration_under_3h
LFBT,2022-06,65,9,66,9,131,13.8462,13.6364,13.7405,scheduled_duration_under_3h
LFBT,2022-09,155,17,155,25,310,10.9677,16.129,13.5484,scheduled_duration_under_3h
LFBT,2022-12,116,10,116,8,232,8.6207,6.8966,7.7586,scheduled_duration_under_3h
LFBZ,2022-03,265,36,265,13,530,13.5849,4.9057,9.2453,scheduled_duration_under_3h
LFBZ,2022-06,427,107,428,53,855,25.0585,12.3832,18.7135,scheduled_duration_under_3h
LFBZ,2022-09,360,78,361,33,721,21.6667,9.1413,15.3953,scheduled_duration_under_3h
LFBZ,2022-12,230,78,228,16,458,33.913,7.0175,20.524,scheduled_duration_under_3h
LFJL,2022-03,54,0,54,2,108,0.0,3.7037,1.8519,scheduled_duration_under_3h
LFJL,2022-06,58,5,57,6,115,8.6207,10.5263,9.5652,scheduled_duration_under_3h
LFJL,2022-09,77,8,76,17,153,10.3896,22.3684,16.3399,scheduled_duration_under_3h
LFJL,2022-12,67,7,66,6,133,10.4478,9.0909,9.7744,scheduled_duration_under_3h
LFKB,2022-03,313,16,310,10,623,5.1118,3.2258,4.1734,scheduled_duration_under_3h
LFKB,2022-06,685,130,683,116,1368,18.9781,16.9839,17.9825,scheduled_duration_under_3h
LFKB,2022-09,661,91,662,70,1323,13.767,10.574,12.1693,scheduled_duration_under_3h
LFKB,2022-12,388,55,387,28,775,14.1753,7.2351,10.7097,scheduled_duration_under_3h
LFKC,2022-03,94,1,96,1,190,1.0638,1.0417,1.0526,scheduled_duration_under_3h
LFKC,2022-06,202,25,203,21,405,12.3762,10.3448,11.358,scheduled_duration_under_3h
LFKC,2022-09,186,24,187,13,373,12.9032,6.9519,9.9196,scheduled_duration_under_3h
LFKC,2022-12,89,6,87,1,176,6.7416,1.1494,3.9773,scheduled_duration_under_3h
LFKF,2022-03,137,3,137,4,274,2.1898,2.9197,2.5547,scheduled_duration_under_3h
LFKF,2022-06,472,87,474,83,946,18.4322,17.5105,17.9704,scheduled_duration_under_3h
LFKF,2022-09,411,64,412,60,823,15.5718,14.5631,15.0668,scheduled_duration_under_3h
LFKF,2022-12,117,15,118,5,235,12.8205,4.2373,8.5106,scheduled_duration_under_3h
LFKJ,2022-03,333,4,327,19,660,1.2012,5.8104,3.4848,scheduled_duration_under_3h
LFKJ,2022-06,779,92,774,112,1553,11.81,14.4703,13.1359,scheduled_duration_under_3h
LFKJ,2022-09,726,70,720,75,1446,9.6419,10.4167,10.0277,scheduled_duration_under_3h
LFKJ,2022-12,383,32,384,38,767,8.3551,9.8958,9.1265,scheduled_duration_under_3h
LFLC,2022-03,126,17,129,10,255,13.4921,7.7519,10.5882,scheduled_duration_under_3h
LFLC,2022-06,99,35,99,20,198,35.3535,20.202,27.7778,scheduled_duration_under_3h
LFLC,2022-09,95,34,96,12,191,35.7895,12.5,24.0838,scheduled_duration_under_3h
LFLC,2022-12,102,35,104,8,206,34.3137,7.6923,20.8738,scheduled_duration_under_3h
LFLL,2022-03,2805,181,2829,201,5634,6.4528,7.105,6.7803,scheduled_duration_under_3h
LFLL,2022-06,3297,577,3405,723,6702,17.5008,21.2335,19.3972,scheduled_duration_under_3h
LFLL,2022-09,3259,488,3355,554,6614,14.9739,16.5127,15.7545,scheduled_duration_under_3h
LFLL,2022-12,2967,472,3042,612,6009,15.9083,20.1183,18.0396,scheduled_duration_under_3h
LFMK,2022-03,50,1,50,2,100,2.0,4.0,3.0,scheduled_duration_under_3h
LFMK,2022-06,116,25,116,20,232,21.5517,17.2414,19.3966,scheduled_duration_under_3h
LFMK,2022-09,107,25,107,19,214,23.3645,17.757,20.5607,scheduled_duration_under_3h
LFMK,2022-12,39,4,39,5,78,10.2564,12.8205,11.5385,scheduled_duration_under_3h
LFML,2022-03,2698,255,2765,323,5463,9.4514,11.6817,10.5803,scheduled_duration_under_3h
LFML,2022-06,3495,796,3590,967,7085,22.7754,26.9359,24.8836,scheduled_duration_under_3h
LFML,2022-09,3516,782,3631,875,7147,22.2412,24.098,23.1846,scheduled_duration_under_3h
LFML,2022-12,3092,582,3183,790,6275,18.8228,24.8194,21.8645,scheduled_duration_under_3h
LFMN,2022-03,3079,171,3113,298,6192,5.5538,9.5728,7.5743,scheduled_duration_under_3h
LFMN,2022-06,4417,949,4510,1757,8927,21.4852,38.9579,30.3125,scheduled_duration_under_3h
LFMN,2022-09,4133,680,4196,1293,8329,16.4529,30.8151,23.6883,scheduled_duration_under_3h
LFMN,2022-12,3205,380,3237,628,6442,11.8565,19.4007,15.6473,scheduled_duration_under_3h
LFMP,2022-03,117,6,117,6,234,5.1282,5.1282,5.1282,scheduled_duration_under_3h
LFMP,2022-06,149,27,149,25,298,18.1208,16.7785,17.4497,scheduled_duration_under_3h
LFMP,2022-09,131,27,132,15,263,20.6107,11.3636,15.9696,scheduled_duration_under_3h
LFMP,2022-12,102,21,102,10,204,20.5882,9.8039,15.1961,scheduled_duration_under_3h
LFMT,2022-03,570,35,570,24,1140,6.1404,4.2105,5.1754,scheduled_duration_under_3h
LFMT,2022-06,640,101,655,110,1295,15.7812,16.7939,16.2934,scheduled_duration_under_3h
LFMT,2022-09,570,74,581,83,1151,12.9825,14.2857,13.6403,scheduled_duration_under_3h
LFMT,2022-12,573,73,575,57,1148,12.74,9.913,11.324,scheduled_duration_under_3h
LFOB,2022-03,978,63,996,36,1974,6.4417,3.6145,5.0152,scheduled_duration_under_3h
LFOB,2022-06,1162,270,1182,332,2344,23.2358,28.088,25.6826,scheduled_duration_under_3h
LFOB,2022-09,1144,241,1199,256,2343,21.0664,21.3511,21.2121,scheduled_duration_under_3h
LFOB,2022-12,1011,117,1100,108,2111,11.5727,9.8182,10.6585,scheduled_duration_under_3h
LFPG,2022-03,10233,955,10280,1302,20513,9.3326,12.6654,11.0028,scheduled_duration_under_3h
LFPG,2022-06,12712,3057,12677,4282,25389,24.0481,33.7777,28.9062,scheduled_duration_under_3h
LFPG,2022-09,12635,2879,12667,3610,25302,22.7859,28.4993,25.6462,scheduled_duration_under_3h
LFPG,2022-12,11553,2148,11734,2783,23287,18.5926,23.7174,21.1749,scheduled_duration_under_3h
LFPO,2022-03,6211,525,6179,517,12390,8.4527,8.367,8.41,scheduled_duration_under_3h
LFPO,2022-06,7574,1403,7559,1539,15133,18.5239,20.3598,19.441,scheduled_duration_under_3h
LFPO,2022-09,7697,1461,7735,1374,15432,18.9814,17.7634,18.3709,scheduled_duration_under_3h
LFPO,2022-12,6827,1176,6726,1303,13553,17.2257,19.3726,18.2912,scheduled_duration_under_3h
LFQQ,2022-03,446,13,444,12,890,2.9148,2.7027,2.809,scheduled_duration_under_3h
LFQQ,2022-06,615,101,621,231,1236,16.4228,37.1981,26.8608,scheduled_duration_under_3h
LFQQ,2022-09,585,83,609,138,1194,14.188,22.6601,18.5092,scheduled_duration_under_3h
LFQQ,2022-12,429,48,438,39,867,11.1888,8.9041,10.0346,scheduled_duration_under_3h
LFRB,2022-03,371,27,371,16,742,7.2776,4.3127,5.7951,scheduled_duration_under_3h
LFRB,2022-06,394,74,388,40,782,18.7817,10.3093,14.578,scheduled_duration_under_3h
LFRB,2022-09,377,63,372,39,749,16.7109,10.4839,13.6182,scheduled_duration_under_3h
LFRB,2022-12,348,88,350,43,698,25.2874,12.2857,18.7679,scheduled_duration_under_3h
LFRK,2022-03,81,15,83,5,164,18.5185,6.0241,12.1951,scheduled_duration_under_3h
