airport_code,arrival_flight_count,arrival_delayed_over_15_count,median_arrival_delay_min,arrival_periods_active,departure_flight_count,departure_delayed_over_15_count,median_departure_delay_min,departure_periods_active,flight_count,delayed_over_15_count,arrival_delay_over_15_pct,departure_delay_over_15_pct,combined_delay_over_15_pct,periods_active,scope_id,scope_label,airport_name,city,country,latitude,longitude,executive_eligible
LTCB,908,194,5.6917,4,911,115,2.4167,4,1819,309,21.3656,12.6235,16.9874,4,all_flights,All scheduled flights,Ordu–Giresun Airport,Ordu,Turkey,40.9672,38.0819,True
LTCC,1638,348,4.8833,4,1635,616,11.0,4,3273,964,21.2454,37.6758,29.4531,4,all_flights,All scheduled flights,Diyarbakır Airport,Diyarbakır,Turkey,37.8925,40.2011,True
LTCD,332,156,13.925,4,330,82,5.0,4,662,238,46.988,24.8485,35.9517,4,all_flights,All scheduled flights,Erzincan Airport,Erzincan,Turkey,39.7131,39.5206,True
LTCE,912,156,2.45,4,914,185,6.0,4,1826,341,17.1053,20.2407,18.6747,4,all_flights,All scheduled flights,Erzurum International Airport,Erzurum,Turkey,39.9558,41.1706,True
LTCF,458,125,7.3167,4,457,140,8.0167,4,915,265,27.2926,30.6346,28.9617,4,all_flights,All scheduled flights,Kars Airport,Kars,Turkey,40.5622,43.1147,True
LTCG,3260,850,6.375,4,3268,696,7.0,4,6528,1546,26.0736,21.2974,23.6826,4,all_flights,All scheduled flights,Trabzon International Airport,Trabzon,Turkey,40.9958,39.7853,True
LTCI,1360,308,6.1917,4,1362,309,6.0,4,2722,617,22.6471,22.6872,22.6672,4,all_flights,All scheduled flights,Van Ferit Melen Airport,Van,Turkey,38.4681,43.3322,True
LTCJ,434,56,2.3,4,433,93,6.0,4,867,149,12.9032,21.4781,17.1857,4,all_flights,All scheduled flights,Batman Airport,Batman,Turkey,37.9322,41.1164,True
LTCK,363,112,9.9833,4,364,94,7.8833,4,727,206,30.854,25.8242,28.3356,4,all_flights,All scheduled flights,Muş Airport,Muş,Turkey,38.7447,41.6689,True
LTCL,73,20,8.3167,4,72,5,2.5,4,145,25,27.3973,6.9444,17.2414,4,all_flights,All scheduled flights,Siirt Airport,Siirt,Turkey,37.9781,41.8392,False
LTCM,105,11,0.65,4,104,6,4.425,4,209,17,10.4762,5.7692,8.134,4,all_flights,All scheduled flights,Sinop Airport,Sinop,Turkey,42.0158,35.0664,False
LTCN,233,53,8.7333,4,234,38,6.0,4,467,91,22.7468,16.2393,19.4861,4,all_flights,All scheduled flights,Kahramanmaraş Airport,Kahramanmaraş,Turkey,37.5383,36.9519,False
LTCO,229,50,6.4,4,234,48,6.0,4,463,98,21.8341,20.5128,21.1663,4,all_flights,All scheduled flights,Ağrı Airport,Ağrı,Turkey,39.6475,43.0286,False
LTCP,215,37,5.2667,4,213,22,3.0,4,428,59,17.2093,10.3286,13.785,4,all_flights,All scheduled flights,Adıyaman Airport,Adıyaman,Turkey,37.7322,38.4692,False
LTCR,614,124,6.1917,4,617,128,6.0,4,1231,252,20.1954,20.7455,20.4712,4,all_flights,All scheduled flights,Mardin Airport,Mardin,Turkey,37.2328,40.6406,True
LTCS,729,138,4.5,4,725,158,8.0,4,1454,296,18.93,21.7931,20.3576,4,all_flights,All scheduled flights,Şanlıurfa GAP Airport,Şanlıurfa,Turkey,37.4567,38.9083,True
LTCT,214,45,5.65,4,219,65,10.0,4,433,110,21.028,29.6804,25.4042,4,all_flights,All scheduled flights,Iğdır Airport,Iğdır,Turkey,39.9831,43.8664,False
LTCU,175,90,16.2,4,174,42,6.525,4,349,132,51.4286,24.1379,37.8223,4,all_flights,All scheduled flights,Bingöl Airport,Bingöl,Turkey,38.861,40.593,False
LTCV,294,32,1.5167,4,297,49,7.0,4,591,81,10.8844,16.4983,13.7056,4,all_flights,All scheduled flights,Şırnak Şerafettin Elçi Airport,Şırnak,Turkey,37.3639,42.06,True
LTCW,145,27,4.5833,4,146,22,2.225,4,291,49,18.6207,15.0685,16.8385,4,all_flights,All scheduled flights,Hakkari Yüksekova Airport,Hakkari,Turkey,37.5497,44.2375,False
LTDA,1035,236,4.4667,4,1035,226,6.0,4,2070,462,22.8019,21.8357,22.3188,4,all_flights,All scheduled flights,Hatay Airport,Antakya,Turkey,36.3722,36.2986,True
LTFC,92,35,11.45,4,84,16,5.9417,4,176,51,38.0435,19.0476,28.9773,4,all_flights,All scheduled flights,Süleyman Demirel International Airport,Isparta,Turkey,37.8558,30.3669,False
LTFD,255,54,5.15,4,256,38,4.0,4,511,92,21.1765,14.8438,18.0039,4,all_flights,All scheduled flights,Balıkesir Koca Seyit Airport,Edremit,Turkey,39.5525,27.0103,True
LTFE,3422,892,5.8917,4,3420,549,2.0,4,6842,1441,26.0666,16.0526,21.0611,4,all_flights,All scheduled flights,Milas Bodrum International Airport,Bodrum,Turkey,37.2494,27.6647,True
LTFG,680,97,2.975,4,672,147,7.0,4,1352,244,14.2647,21.875,18.0473,4,all_flights,All scheduled flights,Gazipaşa-Alanya Airport,Gazipaşa,Turkey,36.2994,32.3014,True
LTFH,1300,229,2.7583,4,1302,171,1.8917,4,2602,400,17.6154,13.1336,15.3728,4,all_flights,All scheduled flights,Samsun-Çarşamba Airport,Samsun,Turkey,41.2656,36.5486,True
LTFJ,31163,5128,0.1,4,31203,5909,5.0,4,62366,11037,16.4554,18.9373,17.6971,4,all_flights,All scheduled flights,Istanbul Sabiha Gökçen International Airport,"Pendik, Istanbul",Turkey,40.8983,29.3092,True
LTFM,68880,14311,2.6833,4,68996,9291,2.0,4,137876,23602,20.7767,13.466,17.1183,4,all_flights,All scheduled flights,İstanbul Airport,"Arnavutköy, Istanbul",Turkey,41.2753,28.7519,True
LTFN,1,1,20.6333,1,0,0,,0,1,1,100.0,,100.0,1,all_flights,All scheduled flights,,,,37.864,30.355,False
LTFO,706,131,2.3667,3,708,183,8.0,3,1414,314,18.5552,25.8475,22.2065,3,all_flights,All scheduled flights,Rize–Artvin Airport,Rize,Turkey,41.1797,40.8489,True
LUKK,2595,384,1.2167,4,2599,263,0.0,4,5194,647,14.7977,10.1193,12.4567,4,all_flights,All scheduled flights,Chişinău International Airport,Chişinău,Moldova,46.928,28.931,True
LWOH,228,100,13.0833,4,227,43,5.05,4,455,143,43.8596,18.9427,31.4286,4,all_flights,All scheduled flights,Ohrid St. Paul the Apostle Airport,Ohrid,North Macedonia,41.18,20.7422,False
LWSK,2690,648,5.1667,4,2688,382,2.0,4,5378,1030,24.0892,14.2113,19.1521,4,all_flights,All scheduled flights,Skopje International Airport,Ilinden,North Macedonia,41.9617,21.6214,True
LXGB,474,72,2.0583,4,474,100,5.0,4,948,172,15.1899,21.097,18.1435,4,all_flights,All scheduled flights,Gibraltar Airport,Gibraltar,Gibraltar,36.1508,-5.3494,True
LYBE,8905,1711,3.0333,4,8880,1186,3.0,4,17785,2897,19.2139,13.3559,16.289,4,all_flights,All scheduled flights,Belgrade Nikola Tesla Airport,Belgrade,Serbia,44.8194,20.3069,True
LYKV,51,9,-0.2,4,53,3,-5.0,4,104,12,17.6471,5.6604,11.5385,4,all_flights,All scheduled flights,Morava Airport,Kraljevo,Serbia,43.8181,20.5861,False
LYNI,569,104,2.8167,4,567,56,-1.0,4,1136,160,18.2777,9.8765,14.0845,4,all_flights,All scheduled flights,Niš Constantine the Great Airport,Niš,Serbia,43.3372,21.8536,True
LYPG,1769,263,2.0,4,1771,222,0.0,4,3540,485,14.8672,12.5353,13.7006,4,all_flights,All scheduled flights,Podgorica Airport / Podgorica Golubovci Airbase,Podgorica,Montenegro,42.3594,19.2519,True
LYTV,905,91,-0.85,4,909,80,-3.0,4,1814,171,10.0552,8.8009,9.4267,4,all_flights,All scheduled flights,Tivat Airport,Tivat,Montenegro,42.4047,18.7233,True
LYVR,2,0,-23.475,2,2,0,-17.1167,2,4,0,0.0,0.0,0.0,2,all_flights,All scheduled flights,,,,45.1478,21.3097,False
LZIB,1234,193,0.1917,4,1238,115,-1.0,4,2472,308,15.6402,9.2892,12.4595,4,all_flights,All scheduled flights,M. R. Štefánik Airport,Bratislava,Slovakia,48.17,17.2128,True
LZKZ,595,84,0.9667,4,598,58,-1.0,4,1193,142,14.1176,9.699,11.9028,4,all_flights,All scheduled flights,Košice International Airport,Košice,Slovakia,48.6631,21.2411,True
LZTT,31,6,7.85,4,31,3,1.15,4,62,9,19.3548,9.6774,14.5161,4,all_flights,All scheduled flights,Poprad-Tatry Airport,Poprad,Slovakia,49.0736,20.2411,False
MDCY,2,0,0.475,1,3,0,-0.6333,1,5,0,0.0,0.0,0.0,1,all_flights,All scheduled flights,Samaná El Catey International Airport,Samana,Dominican Republic,19.27,-69.7375,False
MDLR,106,37,9.6667,4,100,22,3.0667,4,206,59,34.9057,22.0,28.6408,4,all_flights,All scheduled flights,Casa De Campo International Airport,La Romana,Dominican Republic,18.4118,-68.9418,False
MDPC,928,287,7.9,4,833,311,10.4333,4,1761,598,30.9267,37.3349,33.958,4,all_flights,All scheduled flights,Punta Cana International Airport,Punta Cana,Dominican Republic,18.5683,-68.3467,True
MDPP,54,28,15.375,4,20,11,20.1917,3,74,39,51.8519,55.0,52.7027,4,all_flights,All scheduled flights,Gregorio Luperon International Airport,Puerto Plata,Dominican Republic,19.7578,-70.57,False
MDSD,335,79,6.5167,4,402,145,7.875,4,737,224,23.5821,36.0697,30.3935,4,all_flights,All scheduled flights,Las Américas International Airport,Santo Domingo,Dominican Republic,18.4297,-69.6689,True
MDST,2,1,10.9,1,0,0,,0,2,1,50.0,,50.0,1,all_flights,All scheduled flights,Cibao International Airport,Santiago,Dominican Republic,19.4061,-70.6047,False
MGGT,81,14,4.05,4,0,0,,0,81,14,17.284,,17.284,4,all_flights,All scheduled flights,La Aurora Airport,Guatemala City,Guatemala,14.5667,-90.5333,False
MHLM,35,5,2.8833,4,36,10,3.4167,4,71,15,14.2857,27.7778,21.1268,4,all_flights,All scheduled flights,Ramón Villeda Morales International Airport,San Pedro Sula,Honduras,15.5217,-87.865,False
MHPR,1,0,-0.95,1,1,1,31.3,1,2,1,0.0,100.0,50.0,1,all_flights,All scheduled flights,,,,14.383,-87.571,False
MKJP,53,7,5.7167,4,55,48,30.4,4,108,55,13.2075,87.2727,50.9259,4,all_flights,All scheduled flights,Norman Manley International Airport,Kingston,Jamaica,17.9333,-76.8,False
MKJS,255,50,4.95,4,287,111,10.45,4,542,161,19.6078,38.676,29.7048,4,all_flights,All scheduled flights,Sangster International Airport,Montego Bay,Jamaica,18.4983,-77.925,True
MMGL,58,17,9.2333,4,121,54,13.2333,4,179,71,29.3103,44.6281,39.6648,4,all_flights,All scheduled flights,Guadalajara International Airport,Guadalajara,Mexico,20.5167,-103.3167,False
MMMX,2085,511,6.9667,4,1656,1124,24.0083,4,3741,1635,24.5084,67.8744,43.7049,4,all_flights,All scheduled flights,Benito Juárez International Airport,Ciudad de México,Mexico,19.435,-99.075,True
MMMY,60,5,5.8083,4,58,14,9.85,4,118,19,8.3333,24.1379,16.1017,4,all_flights,All scheduled flights,Monterrey International Airport,Monterrey,Mexico,25.7758,-100.1069,False
MMPR,37,1,4.35,4,38,13,9.3417,4,75,14,2.7027,34.2105,18.6667,4,all_flights,All scheduled flights,Puerto Vallarta International Airport,Puerto Vallarta,Mexico,20.6833,-105.25,False
MMQT,0,0,,0,1,0,10.5333,1,1,0,,0.0,0.0,1,all_flights,All scheduled flights,Querétaro Intercontinental Airport,Querétaro,Mexico,20.6175,-100.1856,False
MMSD,1,1,18.1,1,1,0,13.25,1,2,1,100.0,0.0,50.0,1,all_flights,All scheduled flights,Los Cabos International Airport,San José del Cabo,Mexico,23.1522,-109.7208,False
MMUN,1135,300,7.4333,4,1351,676,15.0167,4,2486,976,26.4317,50.037,39.2599,4,all_flights,All scheduled flights,Cancún International Airport,Cancún,Mexico,21.0428,-86.8733,True
MPTO,413,140,9.75,4,645,336,16.0,4,1058,476,33.8983,52.093,44.9905,4,all_flights,All scheduled flights,Tocumen International Airport,Tocumen,Panama,9.0714,-79.3833,True
MRLB,18,2,3.0833,4,75,15,-1.5,4,93,17,11.1111,20.0,18.2796,4,all_flights,All scheduled flights,Guanacaste Airport,Liberia,Costa Rica,10.5967,-85.5467,False
MROC,352,92,8.0667,4,293,166,18.3667,4,645,258,26.1364,56.6553,40.0,4,all_flights,All scheduled flights,Juan Santamaría International Airport,San José (Alajuela),Costa Rica,9.9939,-84.2089,True
MSLP,0,0,,0,81,9,-4.2667,4,81,9,,11.1111,11.1111,4,all_flights,All scheduled flights,Monseñor Óscar Arnulfo Romero International Airport,San Salvador (San Luis Talpa),El Salvador,13.4417,-89.0583,False
MTPP,19,12,17.9,4,0,0,,0,19,12,63.1579,,63.1579,4,all_flights,All scheduled flights,Toussaint Louverture International Airport,Port-au-Prince,Haiti,18.58,-72.2933,False
MUCC,3,3,38.9667,1,5,2,3.6167,2,8,5,100.0,40.0,62.5,2,all_flights,All scheduled flights,Jardines Del Rey Airport,Cayo Coco,Cuba,22.4667,-78.3333,False
MUCL,0,0,,0,4,0,-11.9583,1,4,0,,0.0,0.0,1,all_flights,All scheduled flights,Vilo Acuña International Airport,Cayo Largo del Sur,Cuba,21.6167,-81.5417,False
MUCU,21,11,15.9667,4,11,5,10.8333,2,32,16,52.381,45.4545,50.0,4,all_flights,All scheduled flights,Antonio Maceo International Airport,Santiago,Cuba,20.0,-75.8167,False
MUHA,489,161,9.8833,4,382,162,10.8167,4,871,323,32.9243,42.4084,37.0838,4,all_flights,All scheduled flights,José Martí International Airport,Havana,Cuba,23.0,-82.4167,True
MUHG,18,14,26.6,4,29,20,30.75,4,47,34,77.7778,68.9655,72.3404,4,all_flights,All scheduled flights,Frank Pais International Airport,Holguin,Cuba,20.7867,-76.315,False
MUVR,145,51,10.2167,4,95,55,18.6833,4,240,106,35.1724,57.8947,44.1667,4,all_flights,All scheduled flights,Juan Gualberto Gomez International Airport,Matanzas,Cuba,23.0333,-81.435,False
MYNN,126,24,5.8167,4,117,23,2.0,4,243,47,19.0476,19.6581,19.3416,4,all_flights,All scheduled flights,Lynden Pindling International Airport,Nassau,Bahamas,25.0417,-77.4717,False
MYSM,5,0,3.05,1,0,0,,0,5,0,0.0,,0.0,1,all_flights,All scheduled flights,San Salvador Airport,San Salvador,Bahamas,24.06,-74.5333,False
OAHR,3,1,2.9833,3,12,5,9.1083,3,15,6,33.3333,41.6667,40.0,3,all_flights,All scheduled flights,Herat - Khwaja Abdullah Ansari International Airport,Guzara,Afghanistan,34.21,62.2283,False
OAKB,95,22,3.9167,4,89,41,11.35,4,184,63,23.1579,46.0674,34.2391,4,all_flights,All scheduled flights,Kabul International Airport,Kabul,Afghanistan,34.5658,69.2125,False
OBBI,2234,768,9.125,4,2361,580,5.1167,4,4595,1348,34.3778,24.5659,29.3362,4,all_flights,All scheduled flights,Bahrain International Airport,Manama,Bahrain,26.3,50.6333,True
OBBS,0,0,,0,1,0,-6.15,1,1,0,,0.0,0.0,1,all_flights,All scheduled flights,,,,25.918,50.59,False
OEAO,6,5,22.1917,2,0,0,,0,6,5,83.3333,,83.3333,2,all_flights,All scheduled flights,Majeed Bin Abdulaziz Airport,Al Ula,Saudi Arabia,26.4831,38.1186,False
OEDF,382,98,5.8833,4,327,100,10.0,4,709,198,25.6545,30.581,27.9267,4,all_flights,All scheduled flights,King Fahd International Airport,Ad Dammam,Saudi Arabia,26.4711,49.7978,True
OEGS,20,5,-17.85,1,19,5,4.5333,1,39,10,25.0,26.3158,25.641,1,all_flights,All scheduled flights,Gassim Airport,Buraidah,Saudi Arabia,26.3028,43.7742,False
OEJN,2486,1155,13.9583,4,2634,1778,20.0,4,5120,2933,46.4602,67.5019,57.2852,4,all_flights,All scheduled flights,King Abdulaziz International Airport,Jeddah,Saudi Arabia,21.6811,39.1561,True
OEMA,410,150,11.0917,4,348,111,7.5833,4,758,261,36.5854,31.8966,34.4327,4,all_flights,All scheduled flights,Prince Mohammad Bin Abdulaziz Airport,Medina,Saudi Arabia,24.5503,39.7058,True
OENN,3,1,9.4,1,5,1,3.6333,1,8,2,33.3333,20.0,25.0,1,all_flights,All scheduled flights,Neom Bay Airport,Sharma,Saudi Arabia,27.9239,35.2939,False
OERK,2290,855,10.225,4,2148,1217,17.0,4,4438,2072,37.3362,56.6574,46.6877,4,all_flights,All scheduled flights,King Khaled International Airport,Riyadh,Saudi Arabia,24.9628,46.7081,True
OETF,13,4,8.85,4,14,5,-3.1,4,27,9,30.7692,35.7143,33.3333,4,all_flights,All scheduled flights,Ta’if Regional Airport,Ta’if,Saudi Arabia,21.4833,40.5444,False
OEYN,1,0,1.0167,1,1,1,46.8333,1,2,1,0.0,100.0,50.0,1,all_flights,All scheduled flights,Prince Abdul Mohsin bin Abdulaziz International Airport / Yanbu Airport,Yanbu,Saudi Arabia,24.144,38.064,False
OIAW,3,1,1.5167,1,3,2,16.4667,1,6,3,33.3333,66.6667,50.0,1,all_flights,All scheduled flights,Lieutenant General Qasem Soleimani International Airport,Ahvaz,Iran,31.3375,48.7603,False
OIBK,1,0,-0.9,1,0,0,,0,1,0,0.0,,0.0,1,all_flights,All scheduled flights,Kish International Airport,Kish Island,Iran,26.5275,53.9792,False
OIFM,93,10,4.7,4,93,30,9.3167,4,186,40,10.7527,32.2581,21.5054,4,all_flights,All scheduled flights,Isfahan Shahid Beheshti International Airport,Isfahan,Iran,32.7508,51.8628,False
OIGG,13,2,0.0,3,14,1,-1.425,3,27,3,15.3846,7.1429,11.1111,3,all_flights,All scheduled flights,Sardar-e-Jangal Airport,Rasht,Iran,37.3233,49.6178,False
OIIE,3323,1044,8.3167,4,3357,573,4.0,4,6680,1617,31.4174,17.0688,24.2066,4,all_flights,All scheduled flights,Imam Khomeini International Airport,Tehran,Iran,35.4161,51.1522,True
OIII,5,1,-9.1667,3,3,2,17.35,2,8,3,20.0,66.6667,37.5,3,all_flights,All scheduled flights,Mehrabad International Airport,Tehran,Iran,35.6889,51.3147,False
OIMM,165,68,11.9167,4,185,51,6.25,4,350,119,41.2121,27.5676,34.0,4,all_flights,All scheduled flights,Mashhad International Airport,Mashhad,Iran,36.2342,59.645,False
OISS,156,53,10.3,4,153,33,5.3667,4,309,86,33.9744,21.5686,27.8317,4,all_flights,All scheduled flights,Shiraz Shahid Dastghaib International Airport,Shiraz,Iran,29.5403,52.5886,False
OITR,38,11,11.2167,3,39,7,6.0333,4,77,18,28.9474,17.9487,23.3766,4,all_flights,All scheduled flights,Urmia Airport,Urmia,Iran,37.6714,45.0692,False
OITT,335,126,11.35,4,321,44,0.45,4,656,170,37.6119,13.7072,25.9146,4,all_flights,All scheduled flights,Tabriz International Airport,Tabriz,Iran,38.1339,46.235,True
OJAI,3509,887,5.8,4,3418,705,4.3833,4,6927,1592,25.2779,20.6261,22.9825,4,all_flights,All scheduled flights,Queen Alia International Airport,Amman,Jordan,31.7242,35.9947,True
OJAM,1,0,7.4,1,0,0,,0,1,0,0.0,,0.0,1,all_flights,All scheduled flights,Amman Civil (Marka International) Airport,Amman,Jordan,31.9728,35.9917,False
OJAQ,224,38,2.9167,4,222,36,0.0583,4,446,74,16.9643,16.2162,16.5919,4,all_flights,All scheduled flights,Aqaba King Hussein International Airport,Aqaba,Jordan,29.6117,35.0181,False
OJMS,2,1,18.625,1,1,0,-10.0,1,3,1,50.0,0.0,33.3333,1,all_flights,All scheduled flights,,,,31.8256,36.7819,False
OKBK,3021,891,7.7333,4,2906,777,7.3167,4,5927,1668,29.4935,26.7378,28.1424,4,all_flights,All scheduled flights,,,,29.2167,47.9667,True
OLBA,5533,1476,6.0,4,5537,721,1.0,4,11070,2197,26.6763,13.0215,19.8464,4,all_flights,All scheduled flights,Beirut Rafic Hariri International Airport,Beirut,Lebanon,33.8192,35.49,True
OMAA,4309,1060,5.9833,4,4240,902,7.0,4,8549,1962,24.5997,21.2736,22.9501,4,all_flights,All scheduled flights,Zayed International Airport,Abu Dhabi,United Arab Emirates,24.4333,54.65,True
OMAD,0,0,,0,5,0,-41.9167,2,5,0,,0.0,0.0,2,all_flights,All scheduled flights,Al Bateen Executive Airport,Abu Dhabi,United Arab Emirates,24.4333,54.4667,False
OMAM,0,0,,0,1,0,-53.0,1,1,0,,0.0,0.0,1,all_flights,All scheduled flights,,,,24.2481,54.5475,False
OMDB,16481,8094,14.6667,4,16039,8723,17.0,4,32520,16817,49.1111,54.3862,51.7128,4,all_flights,All scheduled flights,Dubai International Airport,Dubai,United Arab Emirates,25.2492,55.36,True
OMDW,853,323,9.6167,4,1325,348,6.0,4,2178,671,37.8664,26.2642,30.8081,4,all_flights,All scheduled flights,Al Maktoum International Airport,Jebel Ali,United Arab Emirates,24.8861,55.1719,True
OMSJ,1496,508,9.05,4,1502,311,5.3917,4,2998,819,33.9572,20.7057,27.3182,4,all_flights,All scheduled flights,Sharjah International Airport,Sharjah,United Arab Emirates,25.3333,55.5167,True
OOMS,1023,247,5.8,4,990,227,6.2417,4,2013,474,24.1447,22.9293,23.5469,4,all_flights,All scheduled flights,Muscat International Airport,Muscat,Oman,23.5833,58.2667,True
OOSA,10,2,4.675,1,9,0,-12.2833,1,19,2,20.0,0.0,10.5263,1,all_flights,All scheduled flights,Salalah Airport,Salalah,Oman,17.05,54.1,False
OPIS,303,65,2.0,4,304,95,7.0,4,607,160,21.4521,31.25,26.3591,4,all_flights,All scheduled flights,Islamabad International Airport,Attock,Pakistan,33.5489,72.8256,True
OPKC,226,62,2.2,4,252,51,1.65,4,478,113,27.4336,20.2381,23.6402,4,all_flights,All scheduled flights,Jinnah International Airport,Karachi,Pakistan,24.9014,67.15,False
OPLA,251,60,2.1667,4,247,101,11.0,4,498,161,23.9044,40.8907,32.3293,4,all_flights,All scheduled flights,Allama Iqbal International Airport,Lahore,Pakistan,31.5667,74.3667,False
ORBI,1140,226,2.3,4,1141,462,11.6833,4,2281,688,19.8246,40.4908,30.1622,4,all_flights,All scheduled flights,Baghdad International Airport / New Al Muthana Air Base,Baghdad,Iraq,33.2625,44.2344,True
ORER,945,396,12.2,4,941,406,12.5833,4,1886,802,41.9048,43.1456,42.5239,4,all_flights,All scheduled flights,Erbil International Airport,Arbil,Iraq,36.2381,43.9467,True
ORKK,20,4,6.1,1,21,12,16.7333,1,41,16,20.0,57.1429,39.0244,1,all_flights,All scheduled flights,,,,35.4694,44.3489,False
ORMM,185,40,3.4167,4,180,74,12.0917,4,365,114,21.6216,41.1111,31.2329,4,all_flights,All scheduled flights,Basra International Airport,Basra,Iraq,30.5489,47.6619,False
ORNI,100,28,4.65,4,101,56,17.9333,4,201,84,28.0,55.4455,41.791,4,all_flights,All scheduled flights,Al Najaf International Airport,Najaf,Iraq,31.9897,44.4042,False
ORSU,212,84,10.2417,4,212,107,15.1833,4,424,191,39.6226,50.4717,45.0472,4,all_flights,All scheduled flights,Sulaymaniyah International Airport,Sulaymaniyah,Iraq,35.5606,45.3144,False
OSAP,12,5,11.1833,3,11,8,21.7333,3,23,13,41.6667,72.7273,56.5217,3,all_flights,All scheduled flights,Aleppo International Airport,Aleppo,Syria,36.1806,37.2267,False
OSDI,82,47,18.85,4,74,34,13.8333,4,156,81,57.3171,45.9459,51.9231,4,all_flights,All scheduled flights,Damascus International Airport,Damascus,Syria,33.4108,36.5133,False
OSLK,0,0,,0,4,0,0.625,2,4,0,,0.0,0.0,2,all_flights,All scheduled flights,,,,35.41,35.948,False
OTBD,71,44,17.5,4,70,6,0.5,3,141,50,61.9718,8.5714,35.461,4,all_flights,All scheduled flights,Doha International Airport,Doha,Qatar,25.2667,51.5667,False
OTBH,8,5,28.5667,2,1,1,47.1,1,9,6,62.5,100.0,66.6667,2,all_flights,All scheduled flights,,,,25.1172,51.3147,False
OTHH,11938,4470,10.075,4,11628,5557,15.0,4,23566,10027,37.4435,47.7898,42.5486,4,all_flights,All scheduled flights,Hamad International Airport,Doha,Qatar,25.2744,51.6083,True
PAFA,0,0,,0,5,4,23.05,2,5,4,,80.0,80.0,2,all_flights,All scheduled flights,Fairbanks International Airport,Fairbanks,United States of America,64.8153,-147.8564,False
PANC,97,49,15.6333,4,91,39,10.35,4,188,88,50.5155,42.8571,46.8085,4,all_flights,All scheduled flights,Ted Stevens Anchorage International Airport,Anchorage,United States of America,61.1742,-149.9981,False
RCTP,724,291,10.1083,4,643,187,8.0,4,1367,478,40.1934,29.0824,34.9671,4,all_flights,All scheduled flights,Taiwan Taoyuan International Airport,Taoyuan,Taiwan,25.0803,121.2322,True
RJAA,843,189,4.6833,4,544,121,7.0,4,1387,310,22.4199,22.2426,22.3504,4,all_flights,All scheduled flights,Narita International Airport,Narita,Japan,35.7583,140.3783,True
RJBB,197,73,10.0,4,75,25,9.0,4,272,98,37.0558,33.3333,36.0294,4,all_flights,All scheduled flights,Kansai International Airport,Osaka,Japan,34.4283,135.2433,False
RJCJ,1,0,-16.7333,1,0,0,,0,1,0,0.0,,0.0,1,all_flights,All scheduled flights,,,,42.795,141.6667,False
RJGG,2,0,-0.925,1,0,0,,0,2,0,0.0,,0.0,1,all_flights,All scheduled flights,Chubu Centrair International Airport,Tokoname,Japan,34.8583,136.8053,False
RJNK,13,1,-9.4833,3,0,0,,0,13,1,7.6923,,7.6923,3,all_flights,All scheduled flights,Komatsu Airport / JASDF Komatsu Air Base,Kanazawa,Japan,36.3933,136.4083,False
RJTT,945,233,5.5,4,947,462,15.0,4,1892,695,24.6561,48.7856,36.7336,4,all_flights,All scheduled flights,Tokyo Haneda International Airport,Tokyo,Japan,35.5567,139.7667,True
RKSI,2696,754,7.3,4,2518,804,9.0,4,5214,1558,27.9674,31.9301,29.8811,4,all_flights,All scheduled flights,Incheon International Airport,Seoul,South Korea,37.4625,126.4392,True
RPLC,0,0,,0,1,0,0.0,1,1,0,,0.0,0.0,1,all_flights,All scheduled flights,Clark International Airport / Clark Air Base,Mabalacat,Philippines,15.1861,120.5603,False
RPLL,195,27,1.1333,4,172,134,24.5,4,367,161,13.8462,77.907,43.8692,4,all_flights,All scheduled flights,Ninoy Aquino International Airport,Manila (Pasay),Philippines,14.51,121.0136,False
SAEZ,1004,206,5.925,4,1012,150,2.0,4,2016,356,20.5179,14.8221,17.6587,4,all_flights,All scheduled flights,Minister Pistarini International Airport,Buenos Aires (Ezeiza),Argentina,-34.8222,-58.5358,True
SBBE,44,17,11.0083,4,43,7,0.0,4,87,24,38.6364,16.2791,27.5862,4,all_flights,All scheduled flights,Val de Cans/Júlio Cezar Ribeiro International Airport,Belém,Brazil,-1.45,-48.4833,False
SBBR,79,41,16.4833,4,78,52,20.9417,4,157,93,51.8987,66.6667,59.2357,4,all_flights,All scheduled flights,Presidente Juscelino Kubitschek International Airport,Brasília,Brazil,-15.8633,-47.9133,False
SBCB,0,0,,0,1,0,-8.2,1,1,0,,0.0,0.0,1,all_flights,All scheduled flights,Cabo Frio Airport,Cabo Frio,Brazil,-22.9217,-42.0742,False
SBCF,95,55,19.3333,4,98,43,13.7833,4,193,98,57.8947,43.8776,50.7772,4,all_flights,All scheduled flights,Tancredo Neves International Airport,Belo Horizonte,Brazil,-19.6244,-43.9719,False
SBCT,16,3,1.4417,4,0,0,,0,16,3,18.75,,18.75,4,all_flights,All scheduled flights,Afonso Pena Airport,Curitiba,Brazil,-25.53,-49.1767,False
SBFZ,159,63,12.3333,4,161,19,2.45,4,320,82,39.6226,11.8012,25.625,4,all_flights,All scheduled flights,Pinto Martins International Airport,Fortaleza,Brazil,-3.783,-38.533,False
SBGL,614,194,9.5083,4,591,233,12.0833,4,1205,427,31.5961,39.4247,35.4357,4,all_flights,All scheduled flights,Rio Galeão – Tom Jobim International Airport,Rio De Janeiro,Brazil,-22.8083,-43.2433,True
