airport_code,arrival_flight_count,arrival_delayed_over_15_count,median_arrival_delay_min,arrival_periods_active,departure_flight_count,departure_delayed_over_15_count,median_departure_delay_min,departure_periods_active,flight_count,delayed_over_15_count,arrival_delay_over_15_pct,departure_delay_over_15_pct,combined_delay_over_15_pct,periods_active,scope_id,scope_label,airport_name,city,country,latitude,longitude,executive_eligible
UTSS,123,20,3.9167,4,125,22,9.0,4,248,42,16.2602,17.6,16.9355,4,all_flights,All scheduled flights,Samarkand Airport,Samarkand,Uzbekistan,39.7017,66.9825,False
UTTT,1012,227,4.6667,4,970,286,11.4917,4,1982,513,22.4308,29.4845,25.8829,4,all_flights,All scheduled flights,Tashkent International Airport,Tashkent,Uzbekistan,41.2567,69.2817,True
UUBC,14,1,2.225,4,14,5,6.65,4,28,6,7.1429,35.7143,21.4286,4,all_flights,All scheduled flights,Grabtsevo Airport,Kaluga,Russia,54.5486,36.3714,False
UUBI,16,0,-6.8667,2,16,0,-13.15,2,32,0,0.0,0.0,0.0,2,all_flights,All scheduled flights,Ivanovo South Airport,Ivanovo,Russia,56.9425,40.9322,False
UUBW,316,42,-2.9417,4,323,134,13.0,4,639,176,13.2911,41.4861,27.543,4,all_flights,All scheduled flights,Zhukovsky International Airport,Moscow,Russia,55.5528,38.1497,True
UUDD,2994,986,8.25,4,3162,1316,11.1833,4,6156,2302,32.9325,41.6192,37.3944,4,all_flights,All scheduled flights,Domodedovo International Airport,Moscow,Russia,55.4086,37.9064,True
UUEE,3649,929,3.45,4,3735,880,5.0,4,7384,1809,25.459,23.5609,24.4989,4,all_flights,All scheduled flights,Sheremetyevo International Airport,Moscow,Russia,55.9725,37.4131,True
UUWW,4350,1407,8.3333,4,4341,2963,20.9667,4,8691,4370,32.3448,68.2562,50.2819,4,all_flights,All scheduled flights,Vnukovo International Airport,Moscow,Russia,55.5992,37.2731,True
UWGG,69,2,-5.6333,4,71,15,4.3333,4,140,17,2.8986,21.1268,12.1429,4,all_flights,All scheduled flights,Nizhny Novgorod / Strigino International Airport,Nizhny Novgorod,Russia,56.23,43.7842,False
UWKD,592,125,3.025,4,595,383,21.9,4,1187,508,21.1149,64.3697,42.797,4,all_flights,All scheduled flights,Kazan International Airport,Kazan,Russia,55.6069,49.2803,True
UWKE,7,2,-5.0,2,5,0,11.0,2,12,2,28.5714,0.0,16.6667,2,all_flights,All scheduled flights,Begishevo Airport,Nizhnekamsk,Russia,55.5647,52.0925,False
UWSG,3,0,-6.6833,1,3,0,0.2333,1,6,0,0.0,0.0,0.0,1,all_flights,All scheduled flights,Gagarin International Airport,Saratov,Russia,51.7128,46.1711,False
UWUU,161,31,1.1,4,148,64,14.0,4,309,95,19.2547,43.2432,30.7443,4,all_flights,All scheduled flights,Ufa International Airport,Ufa,Russia,54.5578,55.8739,False
UWWW,262,66,2.6917,4,256,112,13.0,4,518,178,25.1908,43.75,34.3629,4,all_flights,All scheduled flights,Kurumoch International Airport,Samara,Russia,53.5011,50.1539,True
VAAH,54,19,6.6167,4,70,24,4.5167,4,124,43,35.1852,34.2857,34.6774,4,all_flights,All scheduled flights,Sardar Vallabh Bhai Patel International Airport,Ahmedabad,India,23.05,72.6667,False
VABB,1362,451,8.4,4,1310,527,12.0,4,2672,978,33.1131,40.229,36.6018,4,all_flights,All scheduled flights,Chhatrapati Shivaji International Airport,Mumbai,India,19.0908,72.8333,True
VCBI,241,112,12.9,4,293,92,8.0,4,534,204,46.473,31.3993,38.2022,4,all_flights,All scheduled flights,Bandaranaike International Colombo Airport,Colombo,Sri Lanka,7.1692,79.8842,True
VCRI,1,0,9.2833,1,1,0,5.0,1,2,0,0.0,0.0,0.0,1,all_flights,All scheduled flights,Mattala Rajapaksa International Airport,Mattala,Sri Lanka,6.2847,81.1242,False
VDPP,0,0,,0,5,2,-15.0,2,5,2,,40.0,40.0,2,all_flights,All scheduled flights,Phnom Penh International Airport,Phnom Penh (Pou Senchey),Cambodia,11.5467,104.85,False
VECC,4,0,1.2667,1,4,1,12.2833,2,8,1,0.0,25.0,12.5,2,all_flights,All scheduled flights,Netaji Subhash Chandra Bose International Airport,Kolkata,India,22.6539,88.4467,False
VGHS,225,19,-0.15,4,285,165,18.1333,4,510,184,8.4444,57.8947,36.0784,4,all_flights,All scheduled flights,Hazrat Shahjalal International Airport,Dhaka,Bangladesh,23.835,90.4083,True
VGSY,115,45,10.1833,4,117,36,4.3667,4,232,81,39.1304,30.7692,34.9138,4,all_flights,All scheduled flights,Osmany International Airport,Sylhet,Bangladesh,24.8833,91.85,False
VHHH,1361,408,7.55,4,1274,440,10.0,4,2635,848,29.978,34.5369,32.1822,4,all_flights,All scheduled flights,Hong Kong International Airport,Hong Kong,Hong Kong,22.3089,113.9147,True
VIAR,96,25,4.9083,4,109,35,6.1667,4,205,60,26.0417,32.1101,29.2683,4,all_flights,All scheduled flights,Sri Guru Ram Dass Jee International Airport,Amritsar,India,31.7047,74.8019,False
VIDP,3457,1368,9.8833,4,3256,1645,15.9083,4,6713,3013,39.5719,50.5221,44.8831,4,all_flights,All scheduled flights,Indira Gandhi International Airport,New Delhi,India,28.5686,77.1133,True
