operator_code,period,flight_count,delayed_over_15_count,median_arrival_delay_min,median_scheduled_duration_min,operator_name,operator_country,delay_over_15_pct,scope_id
ROT,2022-12,1998,130,-7.1,89.2,COMPANIA NATIONALA DE TRANSPORTURI AERIENE ROMANE TAROM S.A.,ROMANIA,6.5065,all_flights
RYR,2022-03,66920,3923,-1.7333,116.3917,RYANAIR,IRELAND,5.8622,all_flights
RYR,2022-06,86301,17653,4.0,117.6167,RYANAIR,IRELAND,20.4552,all_flights
RYR,2022-09,86310,15617,3.3333,117.5417,RYANAIR,IRELAND,18.0941,all_flights
RYR,2022-12,64409,8289,0.75,122.3,RYANAIR,IRELAND,12.8693,all_flights
RZO,2022-03,483,65,1.3167,139.5667,SATA INTERNACIONAL - AZORES AIRLINES S.A,PORTUGAL,13.4576,all_flights
RZO,2022-06,849,229,5.5333,141.55,SATA INTERNACIONAL - AZORES AIRLINES S.A,PORTUGAL,26.9729,all_flights
RZO,2022-09,877,223,4.7667,142.6167,SATA INTERNACIONAL - AZORES AIRLINES S.A,PORTUGAL,25.4276,all_flights
RZO,2022-12,613,223,9.4833,144.85,SATA INTERNACIONAL - AZORES AIRLINES S.A,PORTUGAL,36.3785,all_flights
SAS,2022-03,13675,715,-1.1167,69.0333,SCANDINAVIAN AIRLINES SYSTEM,SWEDEN,5.2285,all_flights
SAS,2022-06,15986,1650,1.2,72.0,SCANDINAVIAN AIRLINES SYSTEM,SWEDEN,10.3215,all_flights
SAS,2022-09,16946,1226,-0.4167,69.2167,SCANDINAVIAN AIRLINES SYSTEM,SWEDEN,7.2347,all_flights
SAS,2022-12,14769,1478,0.6167,74.7667,SCANDINAVIAN AIRLINES SYSTEM,SWEDEN,10.0074,all_flights
SAT,2022-03,1058,58,-0.8,30.7917,SERVICO ACOREANO DE TRANSPORTES AEREOS - EP (SATA),PORTUGAL,5.482,all_flights
SAT,2022-06,1676,188,1.1083,34.9833,SERVICO ACOREANO DE TRANSPORTES AEREOS - EP (SATA),PORTUGAL,11.2172,all_flights
SAT,2022-09,2048,129,-3.0167,35.625,SERVICO ACOREANO DE TRANSPORTES AEREOS - EP (SATA),PORTUGAL,6.2988,all_flights
SAT,2022-12,1020,113,1.7583,30.9667,SERVICO ACOREANO DE TRANSPORTES AEREOS - EP (SATA),PORTUGAL,11.0784,all_flights
SBI,2022-03,167,26,2.05,150.2167,SIBERIA AIRLINES,RUSSIAN FEDERATION,15.5689,all_flights
SBI,2022-06,244,46,3.5083,148.2917,SIBERIA AIRLINES,RUSSIAN FEDERATION,18.8525,all_flights
SBI,2022-09,237,62,7.8667,144.7833,SIBERIA AIRLINES,RUSSIAN FEDERATION,26.1603,all_flights
SBI,2022-12,343,174,15.25,151.8333,SIBERIA AIRLINES,RUSSIAN FEDERATION,50.7289,all_flights
SDM,2022-03,250,32,-0.525,96.75,"ROSSIYA AIRLINES, JOINT STOCK COMPANY",RUSSIAN FEDERATION,12.8,all_flights
SDM,2022-06,1527,307,3.7833,113.4,"ROSSIYA AIRLINES, JOINT STOCK COMPANY",RUSSIAN FEDERATION,20.1048,all_flights
SDM,2022-09,1445,326,6.05,107.6333,"ROSSIYA AIRLINES, JOINT STOCK COMPANY",RUSSIAN FEDERATION,22.5606,all_flights
SDM,2022-12,1144,354,6.9667,118.2,"ROSSIYA AIRLINES, JOINT STOCK COMPANY",RUSSIAN FEDERATION,30.9441,all_flights
SDR,2022-03,328,54,2.275,269.0333,SUNDAIR GMBH,GERMANY,16.4634,all_flights
SDR,2022-06,868,284,7.6167,179.275,SUNDAIR GMBH,GERMANY,32.7189,all_flights
SDR,2022-09,858,177,4.8833,177.0167,SUNDAIR GMBH,GERMANY,20.6294,all_flights
SDR,2022-12,301,40,2.1667,271.2833,SUNDAIR GMBH,GERMANY,13.289,all_flights
SEH,2022-03,3425,64,-8.3167,60.7,SKY EXPRESS S.A.,GREECE,1.8686,all_flights
SEH,2022-06,4691,405,-1.8,58.7,SKY EXPRESS S.A.,GREECE,8.6336,all_flights
SEH,2022-09,4851,282,-4.15,58.45,SKY EXPRESS S.A.,GREECE,5.8132,all_flights
SEH,2022-12,3677,48,-10.7667,61.1667,SKY EXPRESS S.A.,GREECE,1.3054,all_flights
SHT,2022-03,2067,379,4.95,66.55,BRITISH AIRWAYS SHUTTLE,UNITED KINGDOM,18.3358,all_flights
SHT,2022-06,2203,647,8.9833,66.7,BRITISH AIRWAYS SHUTTLE,UNITED KINGDOM,29.369,all_flights
SHT,2022-09,1597,636,11.4333,68.6167,BRITISH AIRWAYS SHUTTLE,UNITED KINGDOM,39.8247,all_flights
SHT,2022-12,2176,683,8.9167,69.3083,BRITISH AIRWAYS SHUTTLE,UNITED KINGDOM,31.3879,all_flights
SIA,2022-03,1033,300,7.2833,766.4333,SINGAPORE AIRLINES LIMITED,SINGAPORE,29.0416,all_flights
SIA,2022-06,1105,549,14.8833,748.0333,SINGAPORE AIRLINES LIMITED,SINGAPORE,49.6833,all_flights
SIA,2022-09,1121,495,13.1667,749.6167,SINGAPORE AIRLINES LIMITED,SINGAPORE,44.157,all_flights
SIA,2022-12,1204,597,14.6583,756.4083,SINGAPORE AIRLINES LIMITED,SINGAPORE,49.5847,all_flights
SRR,2022-03,706,64,0.675,67.5,MAERSK AIR CARGO A/S,DENMARK,9.0652,all_flights
SRR,2022-06,709,150,3.7333,70.2833,MAERSK AIR CARGO A/S,DENMARK,21.1566,all_flights
SRR,2022-09,673,141,4.7667,70.1667,MAERSK AIR CARGO A/S,DENMARK,20.951,all_flights
SRR,2022-12,673,107,2.0333,72.05,MAERSK AIR CARGO A/S,DENMARK,15.899,all_flights
SVA,2022-03,1081,641,18.8667,335.9,SAUDI ARABIAN AIRLINES,SAUDI ARABIA,59.2969,all_flights
SVA,2022-06,1500,970,20.75,333.1167,SAUDI ARABIAN AIRLINES,SAUDI ARABIA,64.6667,all_flights
SVA,2022-09,1572,1022,20.4583,330.7917,SAUDI ARABIAN AIRLINES,SAUDI ARABIA,65.0127,all_flights
SVA,2022-12,1679,1094,20.8,326.6833,SAUDI ARABIAN AIRLINES,SAUDI ARABIA,65.1578,all_flights
SVR,2022-03,135,49,10.4833,142.65,URAL AIRLINES,RUSSIAN FEDERATION,36.2963,all_flights
SVR,2022-06,465,195,12.35,135.8333,URAL AIRLINES,RUSSIAN FEDERATION,41.9355,all_flights
SVR,2022-09,528,267,15.1833,140.3167,URAL AIRLINES,RUSSIAN FEDERATION,50.5682,all_flights
SVR,2022-12,278,179,22.0417,139.8167,URAL AIRLINES,RUSSIAN FEDERATION,64.3885,all_flights
SWN,2022-03,554,25,-6.9,87.8917,WEST ATLANTIC SWEDEN AB,SWEDEN,4.5126,all_flights
SWN,2022-06,507,81,-1.5667,93.7333,WEST ATLANTIC SWEDEN AB,SWEDEN,15.9763,all_flights
SWN,2022-09,541,73,-1.1,82.7833,WEST ATLANTIC SWEDEN AB,SWEDEN,13.4935,all_flights
SWN,2022-12,389,47,-0.95,75.0667,WEST ATLANTIC SWEDEN AB,SWEDEN,12.0823,all_flights
SWR,2022-03,6843,669,0.3667,91.6333,SWISS INTERNATIONAL AIR LINES LTD,SWITZERLAND,9.7764,all_flights
SWR,2022-06,9617,1882,4.0833,97.25,SWISS INTERNATIONAL AIR LINES LTD,SWITZERLAND,19.5695,all_flights
SWR,2022-09,9929,1719,3.4667,98.45,SWISS INTERNATIONAL AIR LINES LTD,SWITZERLAND,17.3129,all_flights
SWR,2022-12,9357,1711,3.2833,93.1167,SWISS INTERNATIONAL AIR LINES LTD,SWITZERLAND,18.2858,all_flights
SWT,2022-03,1036,31,-8.4083,66.35,SWIFTAIR S.A.,SPAIN,2.9923,all_flights
SWT,2022-06,840,68,-4.9083,55.7167,SWIFTAIR S.A.,SPAIN,8.0952,all_flights
SWT,2022-09,795,70,-6.8333,57.6,SWIFTAIR S.A.,SPAIN,8.805,all_flights
SWT,2022-12,578,33,-6.9833,64.6083,SWIFTAIR S.A.,SPAIN,5.7093,all_flights
SXS,2022-03,2759,428,3.2,167.9667,GUNES EKSPRES HAVACILIK A.S. (SUNEXPRESS),TURKEY,15.5129,all_flights
SXS,2022-06,7007,2652,10.2333,190.6667,GUNES EKSPRES HAVACILIK A.S. (SUNEXPRESS),TURKEY,37.8479,all_flights
SXS,2022-09,7813,2127,7.4833,193.0,GUNES EKSPRES HAVACILIK A.S. (SUNEXPRESS),TURKEY,27.2239,all_flights
SXS,2022-12,3729,734,3.5667,174.65,GUNES EKSPRES HAVACILIK A.S. (SUNEXPRESS),TURKEY,19.6836,all_flights
TAM,2022-03,258,51,6.1917,639.15,TAM - LINHAS AEREAS S.A.,BRAZIL,19.7674,all_flights
TAM,2022-06,296,62,5.15,647.8083,TAM - LINHAS AEREAS S.A.,BRAZIL,20.9459,all_flights
TAM,2022-09,334,88,6.225,656.6,TAM - LINHAS AEREAS S.A.,BRAZIL,26.3473,all_flights
TAM,2022-12,345,120,7.95,658.1,TAM - LINHAS AEREAS S.A.,BRAZIL,34.7826,all_flights
TAP,2022-03,7206,1058,3.1,144.5083,"TRANSPORTES AEREOS PORTUGUESES, E.P.",PORTUGAL,14.6822,all_flights
TAP,2022-06,9980,3780,10.6917,145.9833,"TRANSPORTES AEREOS PORTUGUESES, E.P.",PORTUGAL,37.8758,all_flights
TAP,2022-09,9990,3818,10.6833,146.5,"TRANSPORTES AEREOS PORTUGUESES, E.P.",PORTUGAL,38.2182,all_flights
TAP,2022-12,8742,3273,10.2833,145.975,"TRANSPORTES AEREOS PORTUGUESES, E.P.",PORTUGAL,37.4399,all_flights
TAR,2022-03,1139,283,7.0667,124.0833,TUNIS AIR - SOCIETE TUNISIENNE DE L'AIR,TUNISIA,24.8464,all_flights
TAR,2022-06,1340,401,7.65,121.5667,TUNIS AIR - SOCIETE TUNISIENNE DE L'AIR,TUNISIA,29.9254,all_flights
TAR,2022-09,1477,448,8.5,120.5167,TUNIS AIR - SOCIETE TUNISIENNE DE L'AIR,TUNISIA,30.3318,all_flights
TAR,2022-12,1213,334,7.3667,122.1667,TUNIS AIR - SOCIETE TUNISIENNE DE L'AIR,TUNISIA,27.535,all_flights
THA,2022-03,373,106,2.3,686.7333,THAI AIRWAYS INTERNATIONAL LTD.,THAILAND,28.4182,all_flights
THA,2022-06,444,240,16.7333,676.9333,THAI AIRWAYS INTERNATIONAL LTD.,THAILAND,54.0541,all_flights
THA,2022-09,521,227,12.35,671.65,THAI AIRWAYS INTERNATIONAL LTD.,THAILAND,43.5701,all_flights
THA,2022-12,559,320,21.0833,690.45,THAI AIRWAYS INTERNATIONAL LTD.,THAILAND,57.2451,all_flights
THY,2022-03,30220,4445,0.0333,132.1,TURK HAVA YOLLARI (TURKISH AIRLINES CO.),TURKEY,14.7088,all_flights
THY,2022-06,41941,10141,5.1167,141.5167,TURK HAVA YOLLARI (TURKISH AIRLINES CO.),TURKEY,24.1792,all_flights
THY,2022-09,42145,9754,4.85,148.1667,TURK HAVA YOLLARI (TURKISH AIRLINES CO.),TURKEY,23.1439,all_flights
THY,2022-12,35266,6641,3.3333,135.725,TURK HAVA YOLLARI (TURKISH AIRLINES CO.),TURKEY,18.8312,all_flights
TJT,2022-03,326,19,-0.575,65.85,TWIN JET,FRANCE,5.8282,all_flights
TJT,2022-06,418,39,1.1083,63.9083,TWIN JET,FRANCE,9.3301,all_flights
TJT,2022-09,547,78,1.8667,68.55,TWIN JET,FRANCE,14.2596,all_flights
TJT,2022-12,420,47,2.325,68.825,TWIN JET,FRANCE,11.1905,all_flights
TRA,2022-03,3210,285,1.4167,145.0167,TRANSAVIA HOLLAND B.V.,NETHERLANDS,8.8785,all_flights
TRA,2022-06,4945,1290,6.6,152.8,TRANSAVIA HOLLAND B.V.,NETHERLANDS,26.087,all_flights
TRA,2022-09,4769,1164,5.9667,153.3,TRANSAVIA HOLLAND B.V.,NETHERLANDS,24.4076,all_flights
TRA,2022-12,3108,645,5.075,155.7417,TRANSAVIA HOLLAND B.V.,NETHERLANDS,20.7529,all_flights
TSC,2022-03,205,72,9.8667,417.5333,AIR TRANSAT A.T. INC.,CANADA,35.122,all_flights
TSC,2022-06,935,563,21.35,428.8667,AIR TRANSAT A.T. INC.,CANADA,60.2139,all_flights
TSC,2022-09,1147,523,13.4,431.9833,AIR TRANSAT A.T. INC.,CANADA,45.5972,all_flights
TSC,2022-12,294,158,17.2083,423.5167,AIR TRANSAT A.T. INC.,CANADA,53.7415,all_flights
TVF,2022-03,4618,745,4.8083,119.8,TRANSAVIA FRANCE,FRANCE,16.1325,all_flights
TVF,2022-06,6966,1831,7.3,128.2833,TRANSAVIA FRANCE,FRANCE,26.2848,all_flights
TVF,2022-09,7253,1703,6.1667,131.2,TRANSAVIA FRANCE,FRANCE,23.4799,all_flights
TVF,2022-12,5849,1603,7.4167,129.1667,TRANSAVIA FRANCE,FRANCE,27.4064,all_flights
UAE,2022-03,4958,2506,15.2167,394.6417,EMIRATES,UNITED ARAB EMIRATES,50.5446,all_flights
UAE,2022-06,4466,2626,17.7333,390.25,EMIRATES,UNITED ARAB EMIRATES,58.7998,all_flights
UAE,2022-09,5087,2879,17.2167,388.55,EMIRATES,UNITED ARAB EMIRATES,56.5952,all_flights
UAE,2022-12,5664,3596,20.2,395.8167,EMIRATES,UNITED ARAB EMIRATES,63.4887,all_flights
UAL,2022-03,2797,825,5.4,490.7167,"UNITED AIRLINES, INC. (CHICAGO, IL)",UNITED STATES,29.4959,all_flights
UAL,2022-06,5237,2399,12.8667,494.5833,"UNITED AIRLINES, INC. (CHICAGO, IL)",UNITED STATES,45.8087,all_flights
UAL,2022-09,5030,1738,8.05,500.0083,"UNITED AIRLINES, INC. (CHICAGO, IL)",UNITED STATES,34.5527,all_flights
UAL,2022-12,3938,1757,12.6167,503.5667,"UNITED AIRLINES, INC. (CHICAGO, IL)",UNITED STATES,44.6166,all_flights
UPS,2022-03,1569,199,-3.7333,115.6667,"UNITED PARCEL SERVICE COMPANY, (LOUISVILLE, KY)",UNITED STATES,12.6832,all_flights
UPS,2022-06,1543,415,2.5833,125.1,"UNITED PARCEL SERVICE COMPANY, (LOUISVILLE, KY)",UNITED STATES,26.8957,all_flights
UPS,2022-09,1561,330,1.0833,122.4,"UNITED PARCEL SERVICE COMPANY, (LOUISVILLE, KY)",UNITED STATES,21.1403,all_flights
UPS,2022-12,1540,239,-1.2833,122.65,"UNITED PARCEL SERVICE COMPANY, (LOUISVILLE, KY)",UNITED STATES,15.5195,all_flights
UTA,2022-03,118,53,13.2667,203.3083,UTAIR AVIATION,RUSSIAN FEDERATION,44.9153,all_flights
UTA,2022-06,394,195,14.725,186.5333,UTAIR AVIATION,RUSSIAN FEDERATION,49.4924,all_flights
UTA,2022-09,511,235,13.1667,186.7667,UTAIR AVIATION,RUSSIAN FEDERATION,45.9883,all_flights
UTA,2022-12,401,204,15.5,192.8,UTAIR AVIATION,RUSSIAN FEDERATION,50.8728,all_flights
UZB,2022-03,281,103,10.8167,277.3833,UZBEKISTAN AIRWAYS JSC,UZBEKISTAN,36.6548,all_flights
UZB,2022-06,407,161,12.5833,268.4167,UZBEKISTAN AIRWAYS JSC,UZBEKISTAN,39.5577,all_flights
UZB,2022-09,448,167,11.2083,277.0583,UZBEKISTAN AIRWAYS JSC,UZBEKISTAN,37.2768,all_flights
UZB,2022-12,379,141,11.2667,272.7,UZBEKISTAN AIRWAYS JSC,UZBEKISTAN,37.2032,all_flights
VIR,2022-03,1620,383,3.5833,496.4167,VIRGIN ATLANTIC,UNITED KINGDOM,23.642,all_flights
VIR,2022-06,1863,637,8.0333,506.6167,VIRGIN ATLANTIC,UNITED KINGDOM,34.1922,all_flights
VIR,2022-09,1744,424,3.9333,509.55,VIRGIN ATLANTIC,UNITED KINGDOM,24.3119,all_flights
VIR,2022-12,1863,564,6.15,511.95,VIRGIN ATLANTIC,UNITED KINGDOM,30.2738,all_flights
VLG,2022-03,11267,771,1.15,91.7833,VUELING AIRLINES,SPAIN,6.843,all_flights
VLG,2022-06,19380,3497,4.35,94.9167,VUELING AIRLINES,SPAIN,18.0444,all_flights
VLG,2022-09,20196,3288,3.3333,98.9083,VUELING AIRLINES,SPAIN,16.2805,all_flights
VLG,2022-12,14428,1838,2.6667,97.9833,VUELING AIRLINES,SPAIN,12.7391,all_flights
VSV,2022-03,132,50,11.9417,82.4417,SCAT,KAZAKHSTAN,37.8788,all_flights
VSV,2022-06,174,62,9.875,138.075,SCAT,KAZAKHSTAN,35.6322,all_flights
VSV,2022-09,155,46,6.55,136.1,SCAT,KAZAKHSTAN,29.6774,all_flights
VSV,2022-12,154,68,12.5,200.6083,SCAT,KAZAKHSTAN,44.1558,all_flights
WIF,2022-03,10066,192,-11.7167,55.375,WIDEROE'S FLYVESELSKAP A/S,NORWAY,1.9074,all_flights
WIF,2022-06,9583,83,-11.5667,56.65,WIDEROE'S FLYVESELSKAP A/S,NORWAY,0.8661,all_flights
WIF,2022-09,10841,74,-12.65,56.3167,WIDEROE'S FLYVESELSKAP A/S,NORWAY,0.6826,all_flights
WIF,2022-12,9154,238,-10.5667,56.8083,WIDEROE'S FLYVESELSKAP A/S,NORWAY,2.6,all_flights
WJA,2022-03,53,29,18.4667,463.55,WESTJET AIRLINES LTD,CANADA,54.717,all_flights
WJA,2022-06,511,309,23.1,429.2833,WESTJET AIRLINES LTD,CANADA,60.4697,all_flights
WJA,2022-09,477,253,16.5167,438.2,WESTJET AIRLINES LTD,CANADA,53.0398,all_flights
WJA,2022-12,90,61,36.6,496.1083,WESTJET AIRLINES LTD,CANADA,67.7778,all_flights
WZZ,2022-03,12100,1098,0.3333,126.675,WIZZ AIR HUNGARY LTD,HUNGARY,9.0744,all_flights
WZZ,2022-06,20518,5586,6.1917,122.4667,WIZZ AIR HUNGARY LTD,HUNGARY,27.2249,all_flights
WZZ,2022-09,21682,4927,4.8167,124.6,WIZZ AIR HUNGARY LTD,HUNGARY,22.7239,all_flights
WZZ,2022-12,19922,2549,0.9167,130.2833,WIZZ AIR HUNGARY LTD,HUNGARY,12.7949,all_flights
ABY,2022-03,86,20,7.75,167.7333,AIR ARABIA,UNITED ARAB EMIRATES,23.2558,scheduled_duration_under_3h
ABY,2022-06,142,27,5.8917,165.9,AIR ARABIA,UNITED ARAB EMIRATES,19.0141,scheduled_duration_under_3h
ABY,2022-09,155,46,8.4833,164.7833,AIR ARABIA,UNITED ARAB EMIRATES,29.6774,scheduled_duration_under_3h
ABY,2022-12,162,52,7.4,168.1417,AIR ARABIA,UNITED ARAB EMIRATES,32.0988,scheduled_duration_under_3h
AEA,2022-03,3820,180,-0.4583,69.9917,AIR EUROPA,SPAIN,4.712,scheduled_duration_under_3h
AEA,2022-06,4309,620,3.55,68.2667,AIR EUROPA,SPAIN,14.3885,scheduled_duration_under_3h
AEA,2022-09,5026,671,2.5667,66.3583,AIR EUROPA,SPAIN,13.3506,scheduled_duration_under_3h
AEA,2022-12,4923,572,2.0333,66.2,AIR EUROPA,SPAIN,11.6189,scheduled_duration_under_3h
AEE,2022-03,3661,134,-1.9333,62.6,AEGEAN AIRLINES,GREECE,3.6602,scheduled_duration_under_3h
AEE,2022-06,6317,1000,2.9167,80.15,AEGEAN AIRLINES,GREECE,15.8303,scheduled_duration_under_3h
AEE,2022-09,6482,833,1.9333,85.825,AEGEAN AIRLINES,GREECE,12.851,scheduled_duration_under_3h
AEE,2022-12,5005,272,-2.3333,83.25,AEGEAN AIRLINES,GREECE,5.4346,scheduled_duration_under_3h
AFL,2022-03,230,22,-5.1417,146.225,AEROFLOT - RUSSIAN AIRLINES,RUSSIAN FEDERATION,9.5652,scheduled_duration_under_3h
AFL,2022-06,489,29,-3.1167,143.1667,AEROFLOT - RUSSIAN AIRLINES,RUSSIAN FEDERATION,5.9305,scheduled_duration_under_3h
AFL,2022-09,555,16,-5.0,145.3,AEROFLOT - RUSSIAN AIRLINES,RUSSIAN FEDERATION,2.8829,scheduled_duration_under_3h
AFL,2022-12,309,77,4.8833,146.5833,AEROFLOT - RUSSIAN AIRLINES,RUSSIAN FEDERATION,24.9191,scheduled_duration_under_3h
AFR,2022-03,16305,1875,2.1833,77.25,AIR FRANCE,FRANCE,11.4995,scheduled_duration_under_3h
AFR,2022-06,19636,5509,7.1333,79.2667,AIR FRANCE,FRANCE,28.0556,scheduled_duration_under_3h
AFR,2022-09,18673,4725,6.5333,80.0667,AIR FRANCE,FRANCE,25.3039,scheduled_duration_under_3h
AFR,2022-12,17327,3757,5.6333,80.2667,AIR FRANCE,FRANCE,21.6829,scheduled_duration_under_3h
AHY,2022-03,1069,148,2.8167,70.1833,"AZERBAIJAN HAVA YOLLARI, NATIONAL AIRLINE",AZERBAIJAN,13.8447,scheduled_duration_under_3h
AHY,2022-06,1514,143,2.0,68.9333,"AZERBAIJAN HAVA YOLLARI, NATIONAL AIRLINE",AZERBAIJAN,9.4452,scheduled_duration_under_3h
AHY,2022-09,1373,122,1.3,122.25,"AZERBAIJAN HAVA YOLLARI, NATIONAL AIRLINE",AZERBAIJAN,8.8857,scheduled_duration_under_3h
AHY,2022-12,1212,138,1.175,77.9583,"AZERBAIJAN HAVA YOLLARI, NATIONAL AIRLINE",AZERBAIJAN,11.3861,scheduled_duration_under_3h
AIZ,2022-03,99,21,3.1833,49.1833,ARKIA ISRAEL INLAND AIRLINES,ISRAEL,21.2121,scheduled_duration_under_3h
AIZ,2022-06,122,19,1.3,87.9917,ARKIA ISRAEL INLAND AIRLINES,ISRAEL,15.5738,scheduled_duration_under_3h
AIZ,2022-09,256,53,4.0,87.675,ARKIA ISRAEL INLAND AIRLINES,ISRAEL,20.7031,scheduled_duration_under_3h
AIZ,2022-12,454,64,0.3833,49.8167,ARKIA ISRAEL INLAND AIRLINES,ISRAEL,14.0969,scheduled_duration_under_3h
AMC,2022-03,491,44,0.15,135.5333,AIR MALTA PLC.,MALTA,8.9613,scheduled_duration_under_3h
AMC,2022-06,787,193,5.0833,136.5333,AIR MALTA PLC.,MALTA,24.5235,scheduled_duration_under_3h
AMC,2022-09,898,196,6.0917,133.675,AIR MALTA PLC.,MALTA,21.8263,scheduled_duration_under_3h
AMC,2022-12,681,125,2.9167,133.1333,AIR MALTA PLC.,MALTA,18.3554,scheduled_duration_under_3h
ANE,2022-03,4875,217,-1.2167,60.0833,"AIR NOSTRUM LINEAS AEREAS DEL MEDITERRANEO, S.A.",SPAIN,4.4513,scheduled_duration_under_3h
ANE,2022-06,5922,756,2.4667,61.3833,"AIR NOSTRUM LINEAS AEREAS DEL MEDITERRANEO, S.A.",SPAIN,12.766,scheduled_duration_under_3h
ANE,2022-09,6027,623,1.0833,60.65,"AIR NOSTRUM LINEAS AEREAS DEL MEDITERRANEO, S.A.",SPAIN,10.3368,scheduled_duration_under_3h
ANE,2022-12,5212,522,0.65,59.9167,"AIR NOSTRUM LINEAS AEREAS DEL MEDITERRANEO, S.A.",SPAIN,10.0153,scheduled_duration_under_3h
APF,2022-03,513,11,-6.8333,60.1167,AMAPOLA FLYG AB,SWEDEN,2.1442,scheduled_duration_under_3h
APF,2022-06,479,8,-6.9667,63.0333,AMAPOLA FLYG AB,SWEDEN,1.6701,scheduled_duration_under_3h
APF,2022-09,527,6,-6.5167,63.35,AMAPOLA FLYG AB,SWEDEN,1.1385,scheduled_duration_under_3h
APF,2022-12,615,31,-3.0167,55.4167,AMAPOLA FLYG AB,SWEDEN,5.0407,scheduled_duration_under_3h
ASL,2022-03,1579,120,-1.6667,91.05,AIR SERBIA,SERBIA,7.5997,scheduled_duration_under_3h
ASL,2022-06,2662,512,1.9667,91.4667,AIR SERBIA,SERBIA,19.2337,scheduled_duration_under_3h
ASL,2022-09,2916,673,4.6833,90.55,AIR SERBIA,SERBIA,23.0796,scheduled_duration_under_3h
ASL,2022-12,2623,289,0.0167,90.3333,AIR SERBIA,SERBIA,11.0179,scheduled_duration_under_3h
AUA,2022-03,4701,214,0.1333,81.2167,AUSTRIAN AIRLINES (AUA) AG,AUSTRIA,4.5522,scheduled_duration_under_3h
AUA,2022-06,8583,1712,5.7167,82.0167,AUSTRIAN AIRLINES (AUA) AG,AUSTRIA,19.9464,scheduled_duration_under_3h
AUA,2022-09,9187,1597,6.0833,79.5667,AUSTRIAN AIRLINES (AUA) AG,AUSTRIA,17.3833,scheduled_duration_under_3h
AUA,2022-12,6645,1012,3.8667,80.1833,AUSTRIAN AIRLINES (AUA) AG,AUSTRIA,15.2295,scheduled_duration_under_3h
AUL,2022-03,84,11,2.5,98.3583,"SMARTAVIA AIRLINES, JOINT STOCK COMPANY",RUSSIAN FEDERATION,13.0952,scheduled_duration_under_3h
AUL,2022-06,212,35,1.3917,99.1333,"SMARTAVIA AIRLINES, JOINT STOCK COMPANY",RUSSIAN FEDERATION,16.5094,scheduled_duration_under_3h
AUL,2022-09,207,34,2.25,97.7667,"SMARTAVIA AIRLINES, JOINT STOCK COMPANY",RUSSIAN FEDERATION,16.4251,scheduled_duration_under_3h
AUL,2022-12,94,42,13.7,99.1667,"SMARTAVIA AIRLINES, JOINT STOCK COMPANY",RUSSIAN FEDERATION,44.6809,scheduled_duration_under_3h
AUR,2022-03,860,11,-7.4833,42.4833,AURIGNY AIR SERVICES LTD.,UNITED KINGDOM,1.2791,scheduled_duration_under_3h
AUR,2022-06,1126,36,-6.3833,42.7583,AURIGNY AIR SERVICES LTD.,UNITED KINGDOM,3.1972,scheduled_duration_under_3h
AUR,2022-09,1144,77,-4.7917,42.8667,AURIGNY AIR SERVICES LTD.,UNITED KINGDOM,6.7308,scheduled_duration_under_3h
AUR,2022-12,943,51,-3.8,43.75,AURIGNY AIR SERVICES LTD.,UNITED KINGDOM,5.4083,scheduled_duration_under_3h
BAW,2022-03,8105,1855,7.1333,98.5,BRITISH AIRWAYS,UNITED KINGDOM,22.8871,scheduled_duration_under_3h
BAW,2022-06,10146,3997,11.7167,112.05,BRITISH AIRWAYS,UNITED KINGDOM,39.3948,scheduled_duration_under_3h
BAW,2022-09,9797,3860,11.3667,115.1333,BRITISH AIRWAYS,UNITED KINGDOM,39.3998,scheduled_duration_under_3h
BAW,2022-12,10029,3326,9.1833,101.7167,BRITISH AIRWAYS,UNITED KINGDOM,33.1638,scheduled_duration_under_3h
BBD,2022-03,446,24,-7.6167,102.3917,BLUEBIRD NORDIC LTD,ICELAND,5.3812,scheduled_duration_under_3h
BBD,2022-06,412,58,-2.3167,109.05,BLUEBIRD NORDIC LTD,ICELAND,14.0777,scheduled_duration_under_3h
BBD,2022-09,323,54,1.6333,102.2833,BLUEBIRD NORDIC LTD,ICELAND,16.7183,scheduled_duration_under_3h
BBD,2022-12,274,46,0.0333,113.625,BLUEBIRD NORDIC LTD,ICELAND,16.7883,scheduled_duration_under_3h
BCS,2022-03,5865,203,-5.4833,87.45,"EUROPEAN AIR TRANSPORT, LEIPZIG",GERMANY,3.4612,scheduled_duration_under_3h
BCS,2022-06,5564,601,-1.7417,84.9667,"EUROPEAN AIR TRANSPORT, LEIPZIG",GERMANY,10.8016,scheduled_duration_under_3h
BCS,2022-09,5860,515,-2.0833,84.025,"EUROPEAN AIR TRANSPORT, LEIPZIG",GERMANY,8.7884,scheduled_duration_under_3h
BCS,2022-12,5896,518,-2.9083,87.6083,"EUROPEAN AIR TRANSPORT, LEIPZIG",GERMANY,8.7856,scheduled_duration_under_3h
BEL,2022-03,2723,126,-1.9167,89.6667,BRUSSELS AIRLINES,BELGIUM,4.6272,scheduled_duration_under_3h
BEL,2022-06,3821,671,3.0667,94.3,BRUSSELS AIRLINES,BELGIUM,17.5608,scheduled_duration_under_3h
BEL,2022-09,4528,593,1.95,93.7167,BRUSSELS AIRLINES,BELGIUM,13.0963,scheduled_duration_under_3h
