operator_code,period,flight_count,delayed_over_15_count,median_arrival_delay_min,median_scheduled_duration_min,operator_name,operator_country,delay_over_15_pct,scope_id
AAL,2022-03,1943,407,3.8,496.2167,AMERICAN AIRLINES INC.,UNITED STATES,20.947,all_flights
AAL,2022-06,3516,931,5.8167,492.7417,AMERICAN AIRLINES INC.,UNITED STATES,26.479,all_flights
AAL,2022-09,3469,719,2.5833,494.1333,AMERICAN AIRLINES INC.,UNITED STATES,20.7264,all_flights
AAL,2022-12,2469,597,3.9167,498.2667,AMERICAN AIRLINES INC.,UNITED STATES,24.1798,all_flights
AAR,2022-03,93,35,7.6,577.1333,ASIANA AIRLINES,REPUBLIC OF KOREA,37.6344,all_flights
AAR,2022-06,217,146,23.8667,667.55,ASIANA AIRLINES,REPUBLIC OF KOREA,67.2811,all_flights
AAR,2022-09,325,202,22.5167,671.8833,ASIANA AIRLINES,REPUBLIC OF KOREA,62.1538,all_flights
AAR,2022-12,328,199,20.825,683.0167,ASIANA AIRLINES,REPUBLIC OF KOREA,60.6707,all_flights
ABB,2022-03,153,21,-0.4167,528.2167,AIR BELGIUM SA,BELGIUM,13.7255,all_flights
ABB,2022-06,219,67,4.4167,504.4167,AIR BELGIUM SA,BELGIUM,30.5936,all_flights
ABB,2022-09,176,56,6.3083,529.4667,AIR BELGIUM SA,BELGIUM,31.8182,all_flights
ABB,2022-12,118,50,9.7583,596.475,AIR BELGIUM SA,BELGIUM,42.3729,all_flights
ABD,2022-03,183,44,5.25,476.4833,AIR ATLANTA ICELANDIC,ICELAND,24.0437,all_flights
ABD,2022-06,168,74,11.7833,477.6917,AIR ATLANTA ICELANDIC,ICELAND,44.0476,all_flights
ABD,2022-09,184,65,10.2917,478.825,AIR ATLANTA ICELANDIC,ICELAND,35.3261,all_flights
ABD,2022-12,221,76,10.1667,467.6833,AIR ATLANTA ICELANDIC,ICELAND,34.3891,all_flights
ABY,2022-03,330,79,6.3083,251.05,AIR ARABIA,UNITED ARAB EMIRATES,23.9394,all_flights
ABY,2022-06,447,110,6.1,226.1,AIR ARABIA,UNITED ARAB EMIRATES,24.6085,all_flights
ABY,2022-09,599,184,7.2,244.4333,AIR ARABIA,UNITED ARAB EMIRATES,30.7179,all_flights
ABY,2022-12,729,259,8.8167,254.2833,AIR ARABIA,UNITED ARAB EMIRATES,35.5281,all_flights
ACA,2022-03,1146,661,19.0917,450.95,AIR CANADA,CANADA,57.6789,all_flights
ACA,2022-06,2475,1754,32.85,449.55,AIR CANADA,CANADA,70.8687,all_flights
ACA,2022-09,2625,1692,24.5333,451.3667,AIR CANADA,CANADA,64.4571,all_flights
ACA,2022-12,1692,1217,32.8083,455.725,AIR CANADA,CANADA,71.9267,all_flights
AEA,2022-03,4442,346,0.4167,83.475,AIR EUROPA,SPAIN,7.7893,all_flights
AEA,2022-06,5095,881,4.25,77.2833,AIR EUROPA,SPAIN,17.2915,all_flights
AEA,2022-09,5870,923,3.2667,72.3,AIR EUROPA,SPAIN,15.724,all_flights
AEA,2022-12,5843,860,2.8167,73.3833,AIR EUROPA,SPAIN,14.7185,all_flights
AEE,2022-03,4224,155,-1.7917,84.8083,AEGEAN AIRLINES,GREECE,3.6695,all_flights
AEE,2022-06,7630,1291,3.1667,95.9417,AEGEAN AIRLINES,GREECE,16.9201,all_flights
AEE,2022-09,7806,1083,2.2,100.55,AEGEAN AIRLINES,GREECE,13.8739,all_flights
AEE,2022-12,5747,370,-1.7167,92.85,AEGEAN AIRLINES,GREECE,6.4381,all_flights
AFL,2022-03,535,82,-2.1667,203.7,AEROFLOT - RUSSIAN AIRLINES,RUSSIAN FEDERATION,15.3271,all_flights
AFL,2022-06,935,115,-2.1,159.65,AEROFLOT - RUSSIAN AIRLINES,RUSSIAN FEDERATION,12.2995,all_flights
AFL,2022-09,1680,92,-6.4833,228.4667,AEROFLOT - RUSSIAN AIRLINES,RUSSIAN FEDERATION,5.4762,all_flights
AFL,2022-12,1653,444,3.2833,289.3833,AEROFLOT - RUSSIAN AIRLINES,RUSSIAN FEDERATION,26.8603,all_flights
AFR,2022-03,20782,3788,3.8,83.5833,AIR FRANCE,FRANCE,18.2273,all_flights
AFR,2022-06,24888,8221,8.6833,89.4167,AIR FRANCE,FRANCE,33.032,all_flights
AFR,2022-09,23736,7206,7.9667,90.85,AIR FRANCE,FRANCE,30.3589,all_flights
AFR,2022-12,22851,6648,7.5167,91.3167,AIR FRANCE,FRANCE,29.0928,all_flights
AHY,2022-03,1155,175,3.0167,72.0167,"AZERBAIJAN HAVA YOLLARI, NATIONAL AIRLINE",AZERBAIJAN,15.1515,all_flights
AHY,2022-06,1710,175,2.0667,73.15,"AZERBAIJAN HAVA YOLLARI, NATIONAL AIRLINE",AZERBAIJAN,10.2339,all_flights
AHY,2022-09,1757,184,1.9667,147.5,"AZERBAIJAN HAVA YOLLARI, NATIONAL AIRLINE",AZERBAIJAN,10.4724,all_flights
AHY,2022-12,1611,214,1.9,151.7833,"AZERBAIJAN HAVA YOLLARI, NATIONAL AIRLINE",AZERBAIJAN,13.2837,all_flights
AIC,2022-03,701,271,10.5167,586.2833,AIR INDIA LIMITED,INDIA,38.6591,all_flights
AIC,2022-06,731,378,15.55,556.45,AIR INDIA LIMITED,INDIA,51.71,all_flights
AIC,2022-09,759,291,10.85,554.3833,AIR INDIA LIMITED,INDIA,38.3399,all_flights
AIC,2022-12,871,356,11.0167,557.8167,AIR INDIA LIMITED,INDIA,40.8726,all_flights
AIZ,2022-03,188,46,5.75,170.4667,ARKIA ISRAEL INLAND AIRLINES,ISRAEL,24.4681,all_flights
AIZ,2022-06,188,51,5.8167,124.3583,ARKIA ISRAEL INLAND AIRLINES,ISRAEL,27.1277,all_flights
AIZ,2022-09,344,76,4.525,93.675,ARKIA ISRAEL INLAND AIRLINES,ISRAEL,22.093,all_flights
AIZ,2022-12,580,103,2.05,51.9,ARKIA ISRAEL INLAND AIRLINES,ISRAEL,17.7586,all_flights
AMC,2022-03,557,52,0.6833,142.3167,AIR MALTA PLC.,MALTA,9.3357,all_flights
AMC,2022-06,933,237,5.65,147.6667,AIR MALTA PLC.,MALTA,25.4019,all_flights
AMC,2022-09,1056,253,6.65,140.2167,AIR MALTA PLC.,MALTA,23.9583,all_flights
AMC,2022-12,879,171,3.4167,146.6333,AIR MALTA PLC.,MALTA,19.4539,all_flights
AMX,2022-03,292,153,15.65,634.7833,"AEROVIAS DE MEXICO, S.A. DE C.V.",MEXICO,52.3973,all_flights
AMX,2022-06,369,219,24.5833,630.5,"AEROVIAS DE MEXICO, S.A. DE C.V.",MEXICO,59.3496,all_flights
AMX,2022-09,375,201,16.4333,632.85,"AEROVIAS DE MEXICO, S.A. DE C.V.",MEXICO,53.6,all_flights
AMX,2022-12,405,192,13.7833,627.3833,"AEROVIAS DE MEXICO, S.A. DE C.V.",MEXICO,47.4074,all_flights
ANA,2022-03,157,54,8.7,775.7,"ALL NIPPON AIRWAYS CO., LTD.",JAPAN,34.3949,all_flights
ANA,2022-06,160,57,11.6667,824.0583,"ALL NIPPON AIRWAYS CO., LTD.",JAPAN,35.625,all_flights
ANA,2022-09,205,65,6.4,817.6167,"ALL NIPPON AIRWAYS CO., LTD.",JAPAN,31.7073,all_flights
ANA,2022-12,226,96,9.8667,823.55,"ALL NIPPON AIRWAYS CO., LTD.",JAPAN,42.4779,all_flights
ANE,2022-03,4876,217,-1.2083,60.0833,"AIR NOSTRUM LINEAS AEREAS DEL MEDITERRANEO, S.A.",SPAIN,4.4504,all_flights
ANE,2022-06,5926,756,2.4667,61.4083,"AIR NOSTRUM LINEAS AEREAS DEL MEDITERRANEO, S.A.",SPAIN,12.7573,all_flights
ANE,2022-09,6032,623,1.0833,60.6917,"AIR NOSTRUM LINEAS AEREAS DEL MEDITERRANEO, S.A.",SPAIN,10.3282,all_flights
ANE,2022-12,5227,523,0.65,60.0,"AIR NOSTRUM LINEAS AEREAS DEL MEDITERRANEO, S.A.",SPAIN,10.0057,all_flights
APF,2022-03,513,11,-6.8333,60.1167,AMAPOLA FLYG AB,SWEDEN,2.1442,all_flights
APF,2022-06,480,8,-6.975,63.0417,AMAPOLA FLYG AB,SWEDEN,1.6667,all_flights
APF,2022-09,527,6,-6.5167,63.35,AMAPOLA FLYG AB,SWEDEN,1.1385,all_flights
APF,2022-12,615,31,-3.0167,55.4167,AMAPOLA FLYG AB,SWEDEN,5.0407,all_flights
ASL,2022-03,1630,133,-1.5333,92.3083,AIR SERBIA,SERBIA,8.1595,all_flights
ASL,2022-06,2754,545,2.2167,92.9167,AIR SERBIA,SERBIA,19.7894,all_flights
ASL,2022-09,3009,709,4.8833,91.6,AIR SERBIA,SERBIA,23.5626,all_flights
ASL,2022-12,2759,321,0.2667,93.1833,AIR SERBIA,SERBIA,11.6347,all_flights
AUA,2022-03,5353,352,0.6667,84.2,AUSTRIAN AIRLINES (AUA) AG,AUSTRIA,6.5758,all_flights
AUA,2022-06,9567,2142,6.3833,85.45,AUSTRIAN AIRLINES (AUA) AG,AUSTRIA,22.3895,all_flights
AUA,2022-09,10245,1960,6.4333,83.25,AUSTRIAN AIRLINES (AUA) AG,AUSTRIA,19.1313,all_flights
AUA,2022-12,7441,1271,4.4,83.5,AUSTRIAN AIRLINES (AUA) AG,AUSTRIA,17.081,all_flights
AUL,2022-03,84,11,2.5,98.3583,"SMARTAVIA AIRLINES, JOINT STOCK COMPANY",RUSSIAN FEDERATION,13.0952,all_flights
AUL,2022-06,212,35,1.3917,99.1333,"SMARTAVIA AIRLINES, JOINT STOCK COMPANY",RUSSIAN FEDERATION,16.5094,all_flights
AUL,2022-09,207,34,2.25,97.7667,"SMARTAVIA AIRLINES, JOINT STOCK COMPANY",RUSSIAN FEDERATION,16.4251,all_flights
AUL,2022-12,94,42,13.7,99.1667,"SMARTAVIA AIRLINES, JOINT STOCK COMPANY",RUSSIAN FEDERATION,44.6809,all_flights
AUR,2022-03,863,11,-7.4667,42.5167,AURIGNY AIR SERVICES LTD.,UNITED KINGDOM,1.2746,all_flights
AUR,2022-06,1127,36,-6.4,42.7667,AURIGNY AIR SERVICES LTD.,UNITED KINGDOM,3.1943,all_flights
AUR,2022-09,1145,77,-4.8,42.8667,AURIGNY AIR SERVICES LTD.,UNITED KINGDOM,6.7249,all_flights
AUR,2022-12,943,51,-3.8,43.75,AURIGNY AIR SERVICES LTD.,UNITED KINGDOM,5.4083,all_flights
AVA,2022-03,215,84,8.9,582.2833,AEROVIAS DEL CONTINENTE AMERICANO S.A.,COLOMBIA,39.0698,all_flights
AVA,2022-06,359,114,8.0833,575.85,AEROVIAS DEL CONTINENTE AMERICANO S.A.,COLOMBIA,31.7549,all_flights
AVA,2022-09,359,103,6.45,576.5,AEROVIAS DEL CONTINENTE AMERICANO S.A.,COLOMBIA,28.6908,all_flights
AVA,2022-12,403,104,6.5667,584.5167,AEROVIAS DEL CONTINENTE AMERICANO S.A.,COLOMBIA,25.8065,all_flights
AZG,2022-03,476,160,7.3417,376.0583,SILK WAY WEST AIRLINES,AZERBAIJAN,33.6134,all_flights
AZG,2022-06,468,180,10.1333,375.2417,SILK WAY WEST AIRLINES,AZERBAIJAN,38.4615,all_flights
AZG,2022-09,467,196,10.5333,309.7667,SILK WAY WEST AIRLINES,AZERBAIJAN,41.97,all_flights
AZG,2022-12,513,162,7.5333,302.1167,SILK WAY WEST AIRLINES,AZERBAIJAN,31.5789,all_flights
AZV,2022-03,131,52,10.5,381.1833,AZUR AIR,RUSSIAN FEDERATION,39.6947,all_flights
AZV,2022-06,114,20,1.7583,313.775,AZUR AIR,RUSSIAN FEDERATION,17.5439,all_flights
AZV,2022-09,333,67,2.4333,286.2333,AZUR AIR,RUSSIAN FEDERATION,20.1201,all_flights
AZV,2022-12,24,16,25.6167,518.525,AZUR AIR,RUSSIAN FEDERATION,66.6667,all_flights
BAW,2022-03,13026,3626,7.9583,132.5417,BRITISH AIRWAYS,UNITED KINGDOM,27.8366,all_flights
BAW,2022-06,16455,7230,12.85,140.7333,BRITISH AIRWAYS,UNITED KINGDOM,43.938,all_flights
BAW,2022-09,16444,6917,12.1,146.4583,BRITISH AIRWAYS,UNITED KINGDOM,42.064,all_flights
BAW,2022-12,16148,5989,10.3167,132.775,BRITISH AIRWAYS,UNITED KINGDOM,37.0882,all_flights
BBD,2022-03,488,26,-7.8083,107.8667,BLUEBIRD NORDIC LTD,ICELAND,5.3279,all_flights
BBD,2022-06,439,61,-2.3167,111.4167,BLUEBIRD NORDIC LTD,ICELAND,13.8952,all_flights
BBD,2022-09,357,56,1.5167,112.9,BLUEBIRD NORDIC LTD,ICELAND,15.6863,all_flights
BBD,2022-12,305,48,0.9667,123.1333,BLUEBIRD NORDIC LTD,ICELAND,15.7377,all_flights
BCS,2022-03,6361,268,-5.2333,91.2833,"EUROPEAN AIR TRANSPORT, LEIPZIG",GERMANY,4.2132,all_flights
BCS,2022-06,6011,691,-1.6167,88.8833,"EUROPEAN AIR TRANSPORT, LEIPZIG",GERMANY,11.4956,all_flights
BCS,2022-09,6439,627,-1.85,88.65,"EUROPEAN AIR TRANSPORT, LEIPZIG",GERMANY,9.7375,all_flights
BCS,2022-12,6515,607,-2.8333,92.4167,"EUROPEAN AIR TRANSPORT, LEIPZIG",GERMANY,9.317,all_flights
BEL,2022-03,3246,180,-1.9333,95.8917,BRUSSELS AIRLINES,BELGIUM,5.5453,all_flights
BEL,2022-06,4646,931,3.5583,104.3083,BRUSSELS AIRLINES,BELGIUM,20.0387,all_flights
BEL,2022-09,5448,819,2.2417,101.6333,BRUSSELS AIRLINES,BELGIUM,15.033,all_flights
BEL,2022-12,4303,499,0.2,95.7333,BRUSSELS AIRLINES,BELGIUM,11.5966,all_flights
BLA,2022-03,545,56,3.1,145.9,BLUE AIR AVIATION S.A.,ROMANIA,10.2752,all_flights
BLA,2022-06,1614,318,4.45,149.6583,BLUE AIR AVIATION S.A.,ROMANIA,19.7026,all_flights
BLA,2022-09,416,102,6.3583,145.3083,BLUE AIR AVIATION S.A.,ROMANIA,24.5192,all_flights
BOX,2022-03,933,117,-1.0833,493.0167,"AEROLOGIC GMBH, LEIPZIG",GERMANY,12.5402,all_flights
BOX,2022-06,868,150,1.0667,508.2917,"AEROLOGIC GMBH, LEIPZIG",GERMANY,17.2811,all_flights
BOX,2022-09,923,157,0.0167,501.15,"AEROLOGIC GMBH, LEIPZIG",GERMANY,17.0098,all_flights
BOX,2022-12,888,144,-0.375,512.5833,"AEROLOGIC GMBH, LEIPZIG",GERMANY,16.2162,all_flights
BRU,2022-03,327,33,-7.8833,268.35,BELAVIA,BELARUS,10.0917,all_flights
BRU,2022-06,385,23,-3.7833,255.8833,BELAVIA,BELARUS,5.974,all_flights
BRU,2022-09,438,44,-0.9417,244.5917,BELAVIA,BELARUS,10.0457,all_flights
BRU,2022-12,474,75,3.2333,253.85,BELAVIA,BELARUS,15.8228,all_flights
BRX,2022-03,1458,16,-3.1167,68.5333,BRAATHENS REGIONAL AIRWAYS AB,SWEDEN,1.0974,all_flights
BRX,2022-06,1816,28,-1.3,68.3167,BRAATHENS REGIONAL AIRWAYS AB,SWEDEN,1.5419,all_flights
BRX,2022-09,2198,18,-2.2417,67.075,BRAATHENS REGIONAL AIRWAYS AB,SWEDEN,0.8189,all_flights
BRX,2022-12,1985,57,-0.5167,65.75,BRAATHENS REGIONAL AIRWAYS AB,SWEDEN,2.8715,all_flights
BTI,2022-03,2324,85,0.2167,116.0,AIR BALTIC CORPORATION JSC,LATVIA,3.6575,all_flights
BTI,2022-06,3355,492,3.4,112.75,AIR BALTIC CORPORATION JSC,LATVIA,14.6647,all_flights
BTI,2022-09,3265,367,2.6833,115.4833,AIR BALTIC CORPORATION JSC,LATVIA,11.2404,all_flights
BTI,2022-12,3031,508,4.95,110.1,AIR BALTIC CORPORATION JSC,LATVIA,16.7601,all_flights
CAI,2022-03,192,19,0.075,191.825,TURISTIK HAVA TASIMACILIK A.S.,TURKEY,9.8958,all_flights
CAI,2022-06,1057,468,12.45,208.5667,TURISTIK HAVA TASIMACILIK A.S.,TURKEY,44.2763,all_flights
CAI,2022-09,1133,272,5.3833,213.2,TURISTIK HAVA TASIMACILIK A.S.,TURKEY,24.0071,all_flights
CAI,2022-12,123,17,1.7333,248.7,TURISTIK HAVA TASIMACILIK A.S.,TURKEY,13.8211,all_flights
CAL,2022-03,215,65,8.85,762.15,CHINA AIRLINES,CHINA,30.2326,all_flights
CAL,2022-06,156,82,15.3083,789.9083,CHINA AIRLINES,CHINA,52.5641,all_flights
CAL,2022-09,198,89,13.6,800.1667,CHINA AIRLINES,CHINA,44.9495,all_flights
CAL,2022-12,230,144,19.1667,745.2667,CHINA AIRLINES,CHINA,62.6087,all_flights
CAO,2022-03,111,17,-2.1667,633.95,"AIR CHINA CARGO CO., LTD",CHINA,15.3153,all_flights
CAO,2022-06,143,30,0.6,627.3333,"AIR CHINA CARGO CO., LTD",CHINA,20.979,all_flights
CAO,2022-09,127,32,-1.6833,640.0167,"AIR CHINA CARGO CO., LTD",CHINA,25.1969,all_flights
CAO,2022-12,154,38,2.0583,642.1833,"AIR CHINA CARGO CO., LTD",CHINA,24.6753,all_flights
CCA,2022-03,472,118,3.7583,629.5333,AIR CHINA,CHINA,25.0,all_flights
CCA,2022-06,524,135,5.0,595.8917,AIR CHINA,CHINA,25.7634,all_flights
CCA,2022-09,400,102,4.5083,591.6,AIR CHINA,CHINA,25.5,all_flights
CCA,2022-12,321,89,6.7333,623.5,AIR CHINA,CHINA,27.7259,all_flights
CCM,2022-03,1459,73,-3.7667,50.8667,AIR CORSICA,FRANCE,5.0034,all_flights
CCM,2022-06,1951,207,0.2667,61.9,AIR CORSICA,FRANCE,10.6099,all_flights
CCM,2022-09,1906,237,-0.675,66.75,AIR CORSICA,FRANCE,12.4344,all_flights
CCM,2022-12,1566,193,1.0167,53.7917,AIR CORSICA,FRANCE,12.3244,all_flights
CES,2022-03,184,41,2.3833,712.6333,CHINA EASTERN AIRLINES,CHINA,22.2826,all_flights
CES,2022-06,322,139,11.0833,690.625,CHINA EASTERN AIRLINES,CHINA,43.1677,all_flights
CES,2022-09,174,65,9.85,664.95,CHINA EASTERN AIRLINES,CHINA,37.3563,all_flights
CES,2022-12,190,73,10.475,699.3,CHINA EASTERN AIRLINES,CHINA,38.4211,all_flights
CFE,2022-03,2298,138,-0.775,73.3833,BA CITYFLYER LTD,UNITED KINGDOM,6.0052,all_flights
CFE,2022-06,2906,712,6.3333,78.8583,BA CITYFLYER LTD,UNITED KINGDOM,24.501,all_flights
CFE,2022-09,2928,593,4.325,77.2,BA CITYFLYER LTD,UNITED KINGDOM,20.2527,all_flights
CFE,2022-12,2355,367,2.7167,75.4167,BA CITYFLYER LTD,UNITED KINGDOM,15.5839,all_flights
CFG,2022-03,1551,326,5.0,271.3833,"CONDOR FLUGDIENST GMBH, FRANKFURT (MAIN)",GERMANY,21.0187,all_flights
CFG,2022-06,4304,1480,9.3,178.4833,"CONDOR FLUGDIENST GMBH, FRANKFURT (MAIN)",GERMANY,34.3866,all_flights
CFG,2022-09,4575,1324,7.6333,173.3833,"CONDOR FLUGDIENST GMBH, FRANKFURT (MAIN)",GERMANY,28.9399,all_flights
CFG,2022-12,1961,702,8.7167,289.9,"CONDOR FLUGDIENST GMBH, FRANKFURT (MAIN)",GERMANY,35.7981,all_flights
CLG,2022-03,442,13,-2.4417,63.3083,CHALAIR AVIATION,FRANCE,2.9412,all_flights
CLG,2022-06,402,18,-1.9417,68.2583,CHALAIR AVIATION,FRANCE,4.4776,all_flights
CLG,2022-09,388,26,-3.1917,67.8,CHALAIR AVIATION,FRANCE,6.701,all_flights
CLG,2022-12,359,18,-3.8167,72.85,CHALAIR AVIATION,FRANCE,5.0139,all_flights
CLX,2022-03,1033,275,4.2833,469.75,CARGOLUX AIRLINES INTERNATIONAL S.A.,LUXEMBOURG,26.6215,all_flights
CLX,2022-06,955,406,12.1167,466.7,CARGOLUX AIRLINES INTERNATIONAL S.A.,LUXEMBOURG,42.5131,all_flights
CLX,2022-09,916,328,8.7,464.9167,CARGOLUX AIRLINES INTERNATIONAL S.A.,LUXEMBOURG,35.8079,all_flights
CLX,2022-12,917,302,8.2667,467.5833,CARGOLUX AIRLINES INTERNATIONAL S.A.,LUXEMBOURG,32.9335,all_flights
CPA,2022-03,146,53,9.2083,707.1,CATHAY PACIFIC AIRWAYS LTD.,CHINA,36.3014,all_flights
CPA,2022-06,245,135,16.35,713.0667,CATHAY PACIFIC AIRWAYS LTD.,CHINA,55.102,all_flights
CPA,2022-09,286,160,18.3333,716.8417,CATHAY PACIFIC AIRWAYS LTD.,CHINA,55.9441,all_flights
CPA,2022-12,438,267,19.9417,725.325,CATHAY PACIFIC AIRWAYS LTD.,CHINA,60.9589,all_flights
CRL,2022-03,395,162,11.6333,506.3833,CORSAIR,FRANCE,41.0127,all_flights
CRL,2022-06,347,151,11.9167,494.1167,CORSAIR,FRANCE,43.5159,all_flights
CRL,2022-09,384,169,12.2083,498.5917,CORSAIR,FRANCE,44.0104,all_flights
CRL,2022-12,449,231,15.4167,516.3333,CORSAIR,FRANCE,51.4477,all_flights
CSN,2022-03,311,125,10.6667,686.9167,CHINA SOUTHERN AIRLINES,CHINA,40.1929,all_flights
CSN,2022-06,314,140,12.7083,666.5667,CHINA SOUTHERN AIRLINES,CHINA,44.586,all_flights
CSN,2022-09,238,94,9.975,668.325,CHINA SOUTHERN AIRLINES,CHINA,39.4958,all_flights
CSN,2022-12,230,87,9.5667,688.1667,CHINA SOUTHERN AIRLINES,CHINA,37.8261,all_flights
CTN,2022-03,1435,46,-3.8,72.8167,CROATIA AIRLINES,CROATIA,3.2056,all_flights
CTN,2022-06,2326,356,1.75,79.1583,CROATIA AIRLINES,CROATIA,15.3052,all_flights
CTN,2022-09,2374,353,2.9167,78.6917,CROATIA AIRLINES,CROATIA,14.8694,all_flights
CTN,2022-12,1722,202,0.6083,72.825,CROATIA AIRLINES,CROATIA,11.7305,all_flights
CXI,2022-03,446,15,-4.4167,264.6333,CORENDON AIRLINES EUROPE,MALTA,3.3632,all_flights
CXI,2022-06,541,133,5.4,240.1167,CORENDON AIRLINES EUROPE,MALTA,24.5841,all_flights
CXI,2022-09,453,83,2.65,231.6167,CORENDON AIRLINES EUROPE,MALTA,18.3223,all_flights
CXI,2022-12,164,13,-1.0167,269.3917,CORENDON AIRLINES EUROPE,MALTA,7.9268,all_flights
CYP,2022-03,64,2,-1.35,85.7,CYPRUS AIRWAYS,CYPRUS,3.125,all_flights
CYP,2022-06,283,53,5.35,82.7667,CYPRUS AIRWAYS,CYPRUS,18.7279,all_flights
CYP,2022-09,291,32,3.15,93.1667,CYPRUS AIRWAYS,CYPRUS,10.9966,all_flights
CYP,2022-12,266,12,-1.075,90.0333,CYPRUS AIRWAYS,CYPRUS,4.5113,all_flights
DAH,2022-03,479,202,12.05,133.65,AIR ALGERIE,ALGERIA,42.1712,all_flights
DAH,2022-06,1485,634,11.75,127.85,AIR ALGERIE,ALGERIA,42.6936,all_flights
DAH,2022-09,2117,699,8.9833,125.65,AIR ALGERIE,ALGERIA,33.0184,all_flights
DAH,2022-12,2728,884,8.6333,127.4667,AIR ALGERIE,ALGERIA,32.4047,all_flights
DAL,2022-03,2183,628,6.1167,489.2833,"DELTA AIR LINES, INC.",UNITED STATES,28.7678,all_flights
DAL,2022-06,4400,2000,13.05,492.1583,"DELTA AIR LINES, INC.",UNITED STATES,45.4545,all_flights
DAL,2022-09,4354,1428,8.1917,494.4083,"DELTA AIR LINES, INC.",UNITED STATES,32.7974,all_flights
DAL,2022-12,3240,1233,9.6833,494.05,"DELTA AIR LINES, INC.",UNITED STATES,38.0556,all_flights
DHK,2022-03,690,63,-0.1667,102.2667,DHL AIR LIMITED,UNITED KINGDOM,9.1304,all_flights
DHK,2022-06,695,107,2.85,109.7667,DHL AIR LIMITED,UNITED KINGDOM,15.3957,all_flights
DHK,2022-09,692,112,3.2833,108.8833,DHL AIR LIMITED,UNITED KINGDOM,16.185,all_flights
DHK,2022-12,808,114,1.875,110.4417,DHL AIR LIMITED,UNITED KINGDOM,14.1089,all_flights
DLA,2022-03,929,61,-3.5,69.2,AIR DOLOMITI,ITALY,6.5662,all_flights
DLA,2022-06,2263,464,3.0,77.05,AIR DOLOMITI,ITALY,20.5038,all_flights
DLA,2022-09,2298,417,2.8667,72.6417,AIR DOLOMITI,ITALY,18.1462,all_flights
DLA,2022-12,1670,248,-0.4333,70.7417,AIR DOLOMITI,ITALY,14.8503,all_flights
DLH,2022-03,25265,1595,-2.1833,87.7833,"DEUTSCHE LUFTHANSA, AG, KOELN",GERMANY,6.3131,all_flights
DLH,2022-06,35785,5621,1.5667,97.5667,"DEUTSCHE LUFTHANSA, AG, KOELN",GERMANY,15.7077,all_flights
DLH,2022-09,33746,4806,1.7167,93.7667,"DEUTSCHE LUFTHANSA, AG, KOELN",GERMANY,14.2417,all_flights
DLH,2022-12,28921,4534,0.6833,92.3167,"DEUTSCHE LUFTHANSA, AG, KOELN",GERMANY,15.6772,all_flights
EDW,2022-03,761,69,-1.6,250.4167,EDELWEISS AIR AG,SWITZERLAND,9.067,all_flights
EDW,2022-06,1568,167,-2.0167,163.15,EDELWEISS AIR AG,SWITZERLAND,10.6505,all_flights
EDW,2022-09,1848,181,-0.775,165.8,EDELWEISS AIR AG,SWITZERLAND,9.7944,all_flights
EDW,2022-12,1016,159,0.7,245.8417,EDELWEISS AIR AG,SWITZERLAND,15.6496,all_flights
EIN,2022-03,4528,300,-3.0167,94.2583,AER LINGUS TEORANTA,IRELAND,6.6254,all_flights
EIN,2022-06,6044,1344,3.95,125.1667,AER LINGUS TEORANTA,IRELAND,22.2369,all_flights
EIN,2022-09,5822,1076,2.3,129.3667,AER LINGUS TEORANTA,IRELAND,18.4816,all_flights
EIN,2022-12,4767,722,0.2833,106.7,AER LINGUS TEORANTA,IRELAND,15.1458,all_flights
ELY,2022-03,1810,372,4.3667,257.8833,EL AL - ISRAEL AIRLINES LTD.,ISRAEL,20.5525,all_flights
ELY,2022-06,2177,535,5.9833,247.35,EL AL - ISRAEL AIRLINES LTD.,ISRAEL,24.5751,all_flights
ELY,2022-09,2391,494,5.9,242.6667,EL AL - ISRAEL AIRLINES LTD.,ISRAEL,20.6608,all_flights
ELY,2022-12,2204,443,5.0667,256.6,EL AL - ISRAEL AIRLINES LTD.,ISRAEL,20.0998,all_flights
ETD,2022-03,1469,416,8.2833,389.1833,ETIHAD AIRWAYS,UNITED ARAB EMIRATES,28.3186,all_flights
ETD,2022-06,1602,523,9.425,385.1833,ETIHAD AIRWAYS,UNITED ARAB EMIRATES,32.6467,all_flights
ETD,2022-09,1747,412,6.5,389.6667,ETIHAD AIRWAYS,UNITED ARAB EMIRATES,23.5833,all_flights
ETD,2022-12,1729,416,5.7167,396.8,ETIHAD AIRWAYS,UNITED ARAB EMIRATES,24.0602,all_flights
ETH,2022-03,1413,379,6.5667,415.7833,ETHIOPIAN AIRLINES CORPORATION,ETHIOPIA,26.8224,all_flights
ETH,2022-06,1471,596,11.35,405.1333,ETHIOPIAN AIRLINES CORPORATION,ETHIOPIA,40.5167,all_flights
ETH,2022-09,1503,537,9.3167,402.8333,ETHIOPIAN AIRLINES CORPORATION,ETHIOPIA,35.7285,all_flights
ETH,2022-12,1644,651,10.4917,404.2167,ETHIOPIAN AIRLINES CORPORATION,ETHIOPIA,39.5985,all_flights
EVA,2022-03,129,38,8.3,795.6833,EVA AIRWAYS CORPORATION,CHINA,29.4574,all_flights
EVA,2022-06,135,75,15.9833,809.4667,EVA AIRWAYS CORPORATION,CHINA,55.5556,all_flights
