operator_code,flight_count,periods_active,route_count,delayed_over_15_count,median_arrival_delay_min,median_scheduled_duration_min,delay_over_15_pct,scope_id,scope_label,operator_name,operator_country,executive_eligible
TSC,2578,4,80,1315,15.4917,429.6583,51.0085,scheduled_duration_3h_or_more,3 hours or more,AIR TRANSAT A.T. INC.,CANADA,True
TUA,144,4,7,48,7.1917,318.6083,33.3333,scheduled_duration_3h_or_more,3 hours or more,TURKMENHOVAYOLLARY,TURKMENISTAN,False
TVF,4501,4,162,1197,7.2167,208.3,26.5941,scheduled_duration_3h_or_more,3 hours or more,TRANSAVIA FRANCE,FRANCE,True
TWI,25,3,6,2,-5.9333,196.25,8.0,scheduled_duration_3h_or_more,3 hours or more,TAILWIND HAVAYOLLARI A.S.,TURKEY,False
UAE,19738,4,190,11497,17.8833,393.6,58.248,scheduled_duration_3h_or_more,3 hours or more,EMIRATES,UNITED ARAB EMIRATES,True
UAL,16995,4,171,6714,9.9667,498.05,39.5057,scheduled_duration_3h_or_more,3 hours or more,"UNITED AIRLINES, INC. (CHICAGO, IL)",UNITED STATES,True
UPS,2631,4,42,671,2.2833,470.9,25.5036,scheduled_duration_3h_or_more,3 hours or more,"UNITED PARCEL SERVICE COMPANY, (LOUISVILLE, KY)",UNITED STATES,True
UTA,871,4,28,453,15.85,203.4667,52.0092,scheduled_duration_3h_or_more,3 hours or more,UTAIR AVIATION,RUSSIAN FEDERATION,True
UZB,1383,4,33,539,11.85,277.1167,38.9732,scheduled_duration_3h_or_more,3 hours or more,UZBEKISTAN AIRWAYS JSC,UZBEKISTAN,True
VCV,23,4,15,9,7.9833,501.2833,39.1304,scheduled_duration_3h_or_more,3 hours or more,CONVIASA,VENEZUELA,False
VIR,7044,4,67,2000,5.55,508.0167,28.393,scheduled_duration_3h_or_more,3 hours or more,VIRGIN ATLANTIC,UNITED KINGDOM,True
VLG,4060,4,147,701,3.925,199.2667,17.266,scheduled_duration_3h_or_more,3 hours or more,VUELING AIRLINES,SPAIN,True
VSV,237,4,33,100,10.6167,265.1667,42.1941,scheduled_duration_3h_or_more,3 hours or more,SCAT,KAZAKHSTAN,False
VTI,384,4,6,216,17.5917,510.6833,56.25,scheduled_duration_3h_or_more,3 hours or more,TATA SIA AIRLINES LTD.,INDIA,False
WIF,46,4,8,2,-3.5833,213.45,4.3478,scheduled_duration_3h_or_more,3 hours or more,WIDEROE'S FLYVESELSKAP A/S,NORWAY,False
WJA,1131,4,35,652,19.6,443.4833,57.6481,scheduled_duration_3h_or_more,3 hours or more,WESTJET AIRLINES LTD,CANADA,True
WZZ,12482,4,578,2935,5.025,209.975,23.5139,scheduled_duration_3h_or_more,3 hours or more,WIZZ AIR HUNGARY LTD,HUNGARY,True
